id,name,taxa_kind_id_name,description,col_id,eol_id,"Limite altitudinale superiore","Limite altitudinale inferiore","Tipo di vegetazione",Altezza,Portamento,"Ciclo riproduttivo","Forma biologica","Codifica numerica","Nome Italiano",Diffusione,Sinonimi,Autore,Progressivo,"Inizio fioritura","Fine fioritura"
4417,"Philadelphus coronarius",Specie,"F. dell'annata bruno-rossastri, glabri. Fg. opposte con picciuolo di 4-8 mm e lamina lanceolata (2 X 5-9 cm, le turionali fino a 9 X 12 cm); bordo con,dentelli terminanti in un tubercolo cartilagineo. Cime 1-3 (-10)-flore; fi. 4-meri (diam. 4-5 cm) all'asc. di brattee lineari; peduncoli 1-3 cm; sepali triangolari-acuminati 4x9 mm, saldati alla base; petali bianchi (1.5-2 X 2-2.5 cm), incisi verso l'apice; stami ± 25; stilo ramificato, 13 mm.<br /><br />Subendem.<br />Alpi Or. e Tosc: R.<br /><br /><strong>Nota</strong> - C. Euganei, C. Berici, Prealpi Ven. e Trent. (Montello, Cozzuolo, V. Cismori, Valsugana, Pine, Cembra, M. Baldo, M. Cengialto, Corna Calda, Stenico, V. Vestino, risalendo la V. Adige e d'Isarco fino a Laives/Leifers, Kastelruth, Lana): RR; verosimilm. indigeno pure in Tosc. (Pania d. Croce, Lucchese pr. Tereglio, Vallombrosa, Verna). Nel resto del terr. comunem. coltiv. ed inselvatichito lungo le siepi e pr. i giardini, anche con ibridazione di sp. esotiche introdotte (<em>Ph. microphylius</em> A. Gray e <em>Ph. inodorus</em> L. del N-America), ma a quanto pare non spontaneo. Ancora una stazione pr. Graz; in Transsilvania probabilm. inselvatichito.",06ab56fae8a8d8e5df0dcbea9994c3ea,584045,800,0,"Spontaneo nei boschi termofili submediterranei (Quercetum pubescentis e Orno-Ostryetum).","1-3 m",Cespuglio,,NP,3208001,"Fiore d'angiolo; Gelsomino della Madonna; Gelsomino dei Frati","Specie endemica",,Linneo,1327,Maggio,Giugno
4526,"Chrysosplenium dubium",Specie,"Simile a {t1324}, ma fg. con lamina ovata, ± cuneata alla base, glabre o con sparsi peli sul picciuolo e la pag. inf.; capsula avvolta dal calice solo nel terzo inf.; semi con setole di 30µ, disposte su circa 12 serie longitudinali.<br /><br />Steno) Medit.-Mont.<br />Camp. pi. Avellino (Piano Laceno), Pollino, Sila ed Aspromonte: R. - Bibl.: Lacaita C, Bull. Soc. Ital. 1910: 63-67 (1910).",1f3ab699d8c10c6eaaf1998530b6f9de,5596336,1500,800,"Rupi stillicidiose, rivi, acquitrini (silice).","5-15 cm","Pianta perenne erbacea",,"H scap",3199005,,,"( = Ch. oppositif. var. calabrum Ten.; Ch. ovalifolium Bertol.)",Gay,1325,Marzo,Maggio
4525,"Chrysosplenium oppositifolium",Specie,"Simile a {t1324}, senza rz., ma con f. prostrati cespugliosi, 4-angolari; fg. con lamina di 5-15 mm, raram. più; capsula avvolta dal calice per ⅔ della lunghezza.<br /><br />Segnalata in Valtellina (Chiesa in V. Malenco) e M. Cenisio, però non osservata di recente e da confermare.<br /><br />Centroeurop.-Subatlant.",c37e6dc16fa2ec2691e1219b9987b709,5596414,1500,800,"Sorgenti, sponde dei ruscelli (silice).","5-20 cm","Pianta perenne erbacea",,"Ch suffr",3199003,"Erba-milza con fiore opposte",,,,1324/b,Aprile,Maggio
4524,"Chrysosplenium alternifolium",Specie,"Rz. striscianti, ialini, fragili; f. ascendenti, 3-angolari, glabri, arrossati alla base, semplici. Fg. ispide, le basali con picciuolo di 1-2 cm e lamina reniforme (15-20 X 12-15 mm), crenata, le cauline in massima parte addensate alla base dei fi., ridotte e ± ingiallite (bratteali). Fi. 4-meri, giallastri (diam. 5 mm), in cime contratte, corimbose; 8 stami; capsula quasi completam. avvolta dal calice; semi glabri.<br /><br />Circumbor.<br />Alpi, dalle Giulie alle Mariti.: C; App. Sett., dalla V. Staffora al M. Fumaiolo, Abr., Camp, al M. Meta: R.",129fa614fcb4fa0fe8cb0998576737db,5596299,1800,600,"Forre, boschi umidi, suoli boschivi ricchi di nitrati.","5-10 cm","Pianta perenne erbacea",,"H scap",3199001,"Erba-milza comune",,,Linneo,1324,Giugno,Agosto
4416,Chrysosplenium,Genere,"Bibl.: Hara H., J. Fac. Se. Tokyo Univ. (Boi.) 7: 1-90 (1957).",453d0c4dcb059aef6209ea1e93a29822,38275,,,,,,,,,Erba-milza,,,Linneo,,,
4415,"Parnassia palustris",Specie,"Pianta glabra (!). Rz. obliquo rossastro; f. subbulboso alla base, eretto, indiviso, con 5 angoli acuti. Fg. basali con picciuolo di 3-4 cm e lamina ovato-cuoriforme, intera, con 7-11 nervi arcuato-conni venti; fg. caulina unica, sessile, con lembo fino a 20-25 mm, apicea cappuccio. Fi. unico (diam. 2-3 cm); sepali lanceolati (2x7 mm), acuti, petali bianchi, ellittici (7-9 x 10-13 mm); stami 5, alternati ai petali, accompagnati da 5 nettari con numerose ghiandole gialle puntiformi; stimmi 4; capsula ovale (5x8 mm).<br /><br />Eurosib.<br />Alpi: C; Pad. (quasi ovunque scomparsa), App. Sett. e Centr. fìno alla Majella: R; anche alla Ferriera di Amalfi.<br /><br />Bibl.: Banach-Pogan E., Ada Soc. Bot. Polon. 25: 675-679 (1956).",d4331868fe616c13bbe64475699e8010,583376,1900,300,"Paludi e prati torbosi.","1-3 dm","Pianta perenne erbacea",,"H scap",3203001,Parnassia,,,Linneo,1326,Giugno,Agosto
4478,"Saxifraga cernua",Specie,"F. ingrossato alla base, semplice, eretto (ma nella parte sup. generalm. incurvato), per lo più con il solo fi. apicale completam. sviluppato, gli altri sostituiti da bulbilli ascellari (raram.: parecchi fi. apicali oppure anche il fi. apicale è abortivo). Fg. basali con picciuolo allungato e lamina (15-22 mm) arrotondata a reniforme, con 5-7 lobi acuti; fg. cauline simili, ma ± sessili. Sepali ovati; petali bianchi, spatolati (3-5 x 8-12 mm).<br /><br />Circum-artico-alp.<br />Dolomiti Fassane, dal Puez, P. Sella e Radon al P. Rolle ed A. Mariti, sopra Pesio: RR; segnalata in Cadore e V. Aosta, ma per errore. - Bibl.: Chiarugi A., Bull. Soc. Bot. hai. 1925 page. 131-140; Melchior H., Ber. Deutsch. Bot. Ges. 52: 221-230(1934).",7beb665a4520684853069301a61d4d13,583356,2200,1500,"Rupi umide ed ombrose, grotte.","10-25 cm",,,"H scap",3189092,"Sassifraga incurvata",,,Linneo,1279,Luglio,Agosto
4477,"Saxifraga corsica",Specie,"Caratteri di {t1277}, ma f. ramificati già alla metà, spesso quasi dalla base; fg. basali ± 3lobe; inflor. pauciflora.<br /><br />Endem.<br />Sard, e Cors.: R. (L'affine S. cossonìa-na Boiss. nella Spagna Merid.).",61f93e8f3b2cb09fefd9e90709fbf4c9,,1500,0,"Rupi ombrose, anfratti.","1-2 dm","Pianta perenne erbacea",,"H scap",3189087,"Sassifraga di Corsica","Specie endemica","( = S. russii Auct. an Presl.)","(Duby) G. et G.",1278,Aprile,Maggio
4476,"Saxifraga granulata",Specie,"Pianta ghiandoloso-vischiosa (!). F. eretti, semplici o ramosi solo in alto, con poche fg. cauline, senza bulbilli ascellari; bulbilli numerosi alla base del f., a livello del suolo o ± sotterranei, rosei, ovoidi (2-3 mm). Fg. inf. con picciuolo di 2-4 cm e lamina reniforme (18-25 x ll-16mm) con 7 lobi profondi (quello apicale talora con 2 dentelli lat.), arrotondati; fg. cauline sessili, profondam. 3-51obe. Fi. 3-7 in cima corimbosa; sepali lanceolati, 1 x3 mm; petali bianchi, spatolati 3-4 x 10-12 mm.<br /><br />Subatlant.<br />Lig., Pen. (verso N fino alla Via Emilia), Sic: R.",c7846695cb89e2f776d03384e9597754,5594686,1600,0,"Pascoli aridi e rupestri.","2-3 dm","Pianta perenne erbacea",,"H scap",3189086,"Sassifraga granulosa",,,Linneo,1277,Aprile,Giugno
4475,"Saxifraga graeca",Specie,"Simile a {t1275}, ma fg. sup. del f. senza bulbilli; fg. cauline generalm. 2-8(12); inflor. con rami allungati, soprattutto alla frutt.<br /><br />NE-Medit.<br />It. Merid. dal Garg, Vulture, M. Bulgheria ed Alburno alla Sila: R.<br /><br /><strong>Osserv.</strong> - Le popolazioni italiane si distinguono da quelle della Grecia soprattutto per un maggior sviluppo e per i rami dell'inflor. più allungati, talora portanti bulbilli: sono stati descritti come <em>S. pseudogranulata</em> (Lacaita) Fenaroli (= <em>S. bulb.</em> var. pseudogran. Lacaita); cfr. Lacaita, N. Giorn. Bot. hai n.s. 25: 53 (1918); Fenaroli L., Webbia 21,2:938 (1967).",f47c9d508a67bbea7fbf6242301f8b1c,5594681,1000,500,"Pascoli aridi.","2-4 dm","Pianta perenne erbacea",,"H scap",3189084,"Sassifraga greca",,,Boiss.,1276,Aprile,Giugno
4474,"Saxifraga carpetana",Specie,"Simile a {t1275}, ma solo fg. basali con bulbilli ascellari; parte sup. del f. quasi priva di fg.; petali bianchi, lunghi fino a 12 mm e più.<br /><br />Sic. sui monti del Palermit. dalla Pizzuta alle Madonie: R.<br /><br />Steno-Medit. - occid.<br /><br /><strong>Osserv.</strong> - Secondo Engler und lrmscher (cit.) le popolazioni della Sic. presentano sporadicam. bulbilli anche all'ascella delle fg. sup. e forse vanno ricollegate a {t1275}.",b5ac58abdd68808dcdcffa770c6e56ea,5594340,1500,300,"Pascoli, rupi.","7-30 cm","Pianta perenne erbacea",,"H scap",3189083,,,,"Boiss. et Reut.",1276/b,Aprile,Maggio
4473,"Saxifraga bulbifera",Specie,"Pianta interam. peloso-ghiandolosa (!). F. eretto, alla base con bulbilli ravvicinati. Fg. basali con picciuolo di 2-4.5 cm e lamina reniforme (10-28 X 13-35 cm), con 9-13 lobi arrotondati; fg. cauline 10-16(20) con 5-7 lobi profondi, sessili, generalm. ciascuna con un bulbillo ascellare. Inflor. multiflora, corimbosa con rami brevi; sepali carenati, lanceolati (2 X 5 mm), con peli ghiandolari rossi; petali bianchi o giallo-verdastri, spatolati 2-4 X 5-10 mm; capsula subsferica 4-6 mm.<br /><br />NE-Medit.<br />It. Sett. (verso N fino al Veron., V. d'Adige fino a Trento, Bresc, Bergam., Vercelli, Langhe, A. Cozie) ed It. Centr.: R; It. Merid., Sic, Sard. e Cors.: C.",f4ec418d5b882c78c77544da273b8157,5594303,1900,0,"Pratelli nelle macchie, pendii pietrosi.","1-3(4) dm","Pianta perenne erbacea",,"H scap",3189085,"Sassifraga bulbifera",,,Linneo,1275,Marzo,Maggio
4462,"Saxifraga bulbifera",Gruppo,"Aspetto inconfondibile: f. eretti, semplici (o con brevi rami solo nell'inflor.). inseriti su uno o più bulbi sotterranei, talora anche con bulbilli ascellari; fg. inf. con picciuolo allungato e lamina ± a ventaglio, un po' carnosa; fi. generalm. grandi: si tratta di piante perenni a vita breve (alcune anche bienni) diffuse soprattutto nell'Europa Occid. (particolarm. nella parte merid. della Pen. Iberica).",,,,,,,,,,,,,,,,,
4461,"Saxifraga berica",Specie,"F. ramosissimi ascendenti o nutanti, alla frutt. riflesso-intricati, con peli ghiandolari sparsi (più abbondanti in alto) e (soprattutto in basso) lunghi (2 mm) peli patenti. Fg. palmate, irte di peli patenti e ghiandolari, le maggiori con picciuolo di 7-20 mm e lamina allargata (25-28 X 20-24 mm), divise su ½-⅔ in ± 9 (5-11) lobi acuti, le cauline progressivam. ridotte. Fi. su peduncoli di 1-2 cm, alla fine riflessi; calice con tubo di 2 mm e denti acuti di 1.5 mm; petali bianco-giallastri 2.5-3 X 4-5 mm, ± retusi all'apice, uno di essi decisam, più lungo degli altri; capsula 3.5 mm.<br /><br />Endem.<br />Ven. Euganea pr. Vicenza sui C. Berici: RR (cfr. areale a pag. 512). - BibL: Lausi Dr, Giorn. Bot. Ital. 101: 223-230 (1967).<br /><br /><strong>Osserv.</strong> - Descritta dapprima dal Béguinot (Bull. Soc. Bot. hai. 1904 pag. 384) come var. di {t1272} e sotto questo nome distribuita al n. 92 della Fl. Ital. Exs. Però già Engler e Irmscher osservavano pochi anni dopo «varietas valde insignis!» e lo Webb nella redazione del 1° vol. della Fl. Europ. giustamente !a classificava come specie. È specie casmofita, che vive in cavità naturali sotto pareti strapiombanti, usate un tempo come ricovero per gli ovini (covili, in dialetto veneto «covoli») e da qui irradia in stazioni rupestri umide ed anche sinantropica sui vecchi muri. A differenza di {t1272} si tratta di pianta perenne, che può essere interpretata come camefita (data la stazione), ma solo con una certa difficoltà essendo ben poco lignificata.",1e69da32c51631875daa4f1e8b9deed0,,300,0,"Pareti verticali e strapiombanti delle grotte (calc).","10-25 cm","Pianta perenne erbacea",,"Ch rept",3189031,,"Specie endemica","( = S. petraea var. berica Bég.)","(Bég.) D. A. Webb",1270,Aprile,Maggio
4468,"Saxifraga taygetea",Specie,"Simile a {t1267}, ma minore; fg. pubescenti ghiandolose con lamina minore (diam. 15-25 mm) e 5-9 crenature poco profonde; petali maggiori (6-8 mm).<br /><br />Orof. NE-Medit.<br />Teram. al M. Gorzano ed App. Lucano sul M. Sirino, M. Papa ed Alpe di Latronico: RR. L'identità con la pianta della Grecia andrebbe tuttavia verificata.<br /><br />Monte della Grecia (pr. Sparta), sede nell'antichità di un famoso tempio.",23fb17f7a00cf3ce8e49b8bc3bdf0348,,2000,1500,"Rupi ombrose.","1-2 dm","Pianta perenne erbacea",,"H scap",3189017,"Sassifraga del Taigetto",,,"Boiss. et Heldr.",1268,Giugno,Luglio
4467,"Saxifraga rotundifolia",Specie,"F. eretti, ramoso-corimbosi, pubescenti-ghiandolosi soprattutto in alto. Fg. basali in rosette: picciuolo 6-10 cm, villoso per peli sparsi rivolti verso il basso, ma non ghiandoloso; lamina carnosetta, reniforme o ± cuoriforme (diam. 2.5-5 cm) di sotto pallida e glabra, di sopra scura e con peli sparsi; margine cartilagineo, crenato con incisioni numerose o talora dentato; fg. cauline con picciuolo progressivam. ridotto ( 1 cm), e lamina largam. reniforme (25 X 12 mm), dentate, le sup. sessili e crenato-trilobe. Pannocchia co-rimbosa stretta, multiflora; sepali 2 mm, eretto-patenti anche alla frutt.; petali lanceolato-lineari (1.5 X 6 mm), bianchi con piccole macchie bruno-porporine sulla faccia sup.<br /><br />Orof. S-Europ. - Caucas.<br />In tutto il terr.: Alpi, App. Sett. e Centr.: C; nel resto: R.<br /><br /><strong>Variab.</strong> - Pianta di notevole plasticità ecologica adattata a stazioni ombrose, umide, con suolo ricco di materia organica depositata sotto forma di Mull, il che spiega come essa possa presentarsi sia nei consorzi boschivi, come pure nell'<em>Alnetum viridis</em>, nelle brughiere a Rododendri e persino nei consorzi nitrofili presso le malghe. Nelle forre può scendere fino a 200-300 m di altitudine, ma solo in stazioni microterme. A questa plasticità ecologica corrisponde una plasticità morfologica, relativa soprattutto al margine fogliare (± profondam. crenato, dentato oppure lobato), pelosità, statura, sviluppo delle fg. cauline, ma priva d'importanza tassonomica. Nelle popolazioni alpine le fg. sono poco pelose o subglabre, con crenature ben approfondite, nelle popolazioni appenniniche si notano invece individui con fg. più densam. pelose sulle due facce e crenature molto superficiali, accanto ad altri indistinguibili da quelli alpini: essi corrispondono alla fo. repanda (Willd.) Engler et Irmsch., che in generale viene ritenuta di significato molto scarso, ma che per la intermediarietà verso la specie seguente, forse meriterebbe uno studio approfondito.",39a4aa327e3442ff42f325e51caa5667,5595295,2200,800,"Boschi densi (faggete, piceeti) e cespuglieti subalpini.","3-5 dm","Pianta perenne erbacea",,"H scap",3189015,"Sassifraga a foglie rotonde; Erba Stella",,,Linneo,1267,Luglio,Agosto
4460,"Saxifraga rotundifolia",Gruppo,"Fg. con lamina ± reniforme o cuoriforme, alla base divise in 2 lobi tra i quali è inserito il picciuolo; inflor. con fg. ridotte, ma sempre presenti; petali bianchi; ov. supero.",,,,,,,,,,,,,,,,,
4459,"Saxifraga petraea",Specie,"F. debole, spesso cilindrico (diam. 1-2 mm), ma ± ascendente o eretto, con peli ghiandolari brevi e peli molli di 1 mm. Fg. con picciuolo di 1-2 (4) cm; lamina di 15-20 X 10-15 mm (max. 30 X 25 mm), 3 partita, ciascun segm. con 3-5 denti profondi o lobi (nelle inf. fino a 9 lobi); fg. cauline palmate; comunque la porzione laminare è raram. più larga di 4-5 mm. Calice con tubo di 1.5 mm e sepali ovato-acuti di 3 mm; petali candidi 7-9 mm, progressivam. allargati verso l'alto e qui ± bilobi; capsula ovoide 4-5 mm.<br /><br />Subendem.<br />Alpi Or. sul versante merid. dal Triest. ai Laghi Lombardi: R (cfr. areale a pag. 512).<br /><br /><strong>Osserv.</strong> - Vive in ambienti con correnti d'aria umida, presso cascate o corsi d'acqua, all'imboccatura di grotte (ad es., nella celebre voragine di S. Canziano pr. Trieste), su antiche rovine. L'areale si estende dal Triest. (fino a poca distanza dalla città, ma probabilm. solo in terr. jugoslavo) al Carso Sloveno interno, Goriz. e Cividalese, Prealpi Tre-vis. al Passo S. Boldo, Feltrino, Grappa, M. Lessini, Baldo, Giudicane; la stazione più occid. sui Corni di Canzo.",9cf2e62f00a5cf882d646e3e5bd43303,,800,100,"Rupi calc., vecchi muri.","5-20 cm",,Biennale,"H bienn",3189030,"Sassifraga dei muri","Specie endemica","( = S. ponae Sternb.)",Linneo,1272,Maggio,Giugno
4458,"Saxifraga hederacea",Specie,"F. e fg. carnosetti, lucidi, sparsi di peli ghiandolari. F. ascendenti, fragili. Fg. basali con picciuolo di 8-12 mm e lamina reniforme (15-21 X 9-12 mm), con 5 denti ottusissimi, mucronati; fg. cauline simili, ma minori e ± sessili. Fi. spaziati su peduncoli sottili, eretto-nutanti lunghi fino a 2 cm; sepali eretto-patenti, ovato-triangolari (1.5   X 2-2.5 mm); petali bianchi, ellittici (2 X 4 mm) ed eguali tra loro, superanti il calice di 2 mm circa; capsula ± ovoide 3.5-4 mm.<br /><br />Steno-Medit. -Orient.<br />Sic. Occid. sulle Madonie, Busambra, Pizzuta e fino al Trapanese: R. (Cfr. areale a pag. 512).",c0760ced356012fa6b8657319086257c,5594715,1600,800,"Rupi ombrose, muri.","5-15 cm",,Annuale,"T rept",3189023,"Sassifraga ederacea",,,Linneo,1269,Aprile,Maggio
4480,"Saxifraga cervicornis",Specie,"F. legnoso robusto, terminante con un denso cespuglio di fg. formanti cuscinetto; rami fioriferi con fg. sparse, ramoso-corimbosi in alto. Fg. basali ± flabellate (7-12 X 11-20 mm) con lamina triangolare ben distinta dal picciuolo e divisa in 5(7) lacinie strette ed acute, 2-4 volte più lunghe che larghe e generalm. divergenti; ghiandolosità scarsa o nulla, però talora con peli semplici allungati; fg. cauline ridotte, le bratteali lanceolate, intere. Inflor. ± 3-7flora; calice con tubo di 2 mm e sepali lineari-acuti (1 X4-5 mm); petali candidi, spatolati 3-4 X 10-12(15) mm; capsula subsferica 4 mm.<br /><br />Endem.<br />Cors.: C; Sard. sul Gennargentu, M. di Oliena, Montalbo: R (cfr. areale a pag. 512).<br /><br />Bibl: Valsecchi E, Boll. Soc. Sarda Se. Nat. 17: 301-307 ( 1978).",ee03f692db53f1cb79ce4fb244ca0f21,,2700,600,"Rupi granitiche, scistose e raram. calc.","5-10 cm","Pianta perenne erbacea",,"Ch pulvin",3189125,"Sassifraga sardo-corsa","Specie endemica",,Viv.,1281,Giugno,Luglio
4479,"Saxifraga pedemontana",Specie,"Simile a {t1281}, ma fg. 4-8 X 8-20 mm, poco allungate all'apice e senza un picciuolo ben differenziato; peli ghiandolari abbondanti; inflor. contratta con brattee palmate.<br /><br />Subendem. (anche nelle zone vicine delle Alpi Francesi).<br /><br />Alpi Mariti.: C; in vari punti fino al versante merid. del Gr. Paradiso; va esclusa dalla V. Aosta (cfr. areale a pag. 512).",a58e2a00fa6fa43247f9cc0dcb0779e4,5595152,2700,1800,"Rupi silicee.","3-8 cm","Pianta perenne erbacea",,"Ch pulvin",3189051,"Sassifraga piemontese","Specie endemica",,All.,1280,Giugno,Agosto
4457,"Saxifraga pedemontana",Gruppo,"Tra le Sassifraghe a fg. 3-5 forcate ben individuata per i sepali lineari-acuti ed i petali molto grandi. Fa parte del grex Ceratophyllae Willk., SW-europeo-montano, che secondo Engler und lrmscher comprende una quindicina di specie diffuse da Madera (2 specie) al Marocco (1) e Spagna (2) ai Pirenei dove (6 specie) è il centro di differenziazione, quindi alla Francia Merid. (1), Alpi Occid. (1), sistema Sardo-Corso (1) e Carpazi (1 specie).<br /><br />Bibl.: Briquet J., Ann. Conserv. Jard. Bot. Genève 9: 134 (1905).",,,,,,,,,,,,,,,,,
