id,name,taxa_kind_id_name,description,col_id,eol_id,"Nome Italiano",Portamento,Altezza,"Tipo di vegetazione","Limite altitudinale inferiore","Limite altitudinale superiore","Inizio fioritura","Fine fioritura",Autore,Diffusione,"Ciclo riproduttivo","Forma biologica","Codifica numerica",Progressivo,Sinonimi
11302218,"Sorghum halepense",Specie,"Rz. sotterraneo orizzontale, lungam. strisciante; culmo eretto, foglioso fino all'inflor. Fg. con lamina larga 1-2 cm, sul bordo ruvida-tagliente per aculei rivolti verso l'alto; ligula 2 mm con un pennello di peli bianchi. Pannocchia ampia con rami patenti; sp.tte 4-6 mm, appaiate (le apicali dei rami ternate), l'una sessile con 1 fi. ermafr., l'altra peduncolata con 1 fi. â™‚ o abortivo; glume pubescenti in basso, lucide, quelle delle sp.tte peduncolate bruno-rossastre; lemma mutico o con resta di 5-15 mm.<br /><br />Termocosmop.<br />In tutto il terr.: C.",e07c2ec2ee606de13a05d51623fec9f4,1115168,"Sorgo selvatico; Sorghetto, Sagginella, Melghetta, Melgastro, Canestrello, Cannerecchia","Pianta perenne erbacea","3-18 dm","Colture sarchiate, incolti sabbiosi umidi.",0,600,Luglio,Ottobre,"(L.) Pers.",,,"G rhiz",0134901,5286,
8742217,"Erianthus hostii",Specie,"Simile a {t5283}, ma pianta piÃ¹ ridotta, con fg. piÃ¹ sottili e pannocchia breve (15-30 cm).<br /><br />S-Europ. -W-Asiat. (Subpontica).<br />Lungo il Piave pr. Susegana e Nervesa e Bresc. a S. Eufemia: R.<br /><br />Host N. T. (1761-1834), medico dell'Imperatore d'Austria ed autore di uno studio fondamentale sulle Graminacee e di una flora dell'impero austro-ungarico.",2d4134b41adba72822a6a9e248fc4ed4,,"Canna di Host","Pianta perenne erbacea","10-15 dm","Prati umidi, alvei fluviali.",0,300,Giugno,Settembre,Griseb.,,,"H caesp",0112001,5284,"(= Saccharum strictum [Host] Sprengel)"
6242216,"Erianthus ravennae",Specie,"Pianta formante grossi cespugli (fino ad 1 m di diam. ed alti altrettanto), con culmi eretti. Fg. scabre, con lamina glauca, alla fine spesso arrossata e con venature bianche, larga fino ad 1 cm, ma generalm. revoluta. Pannocchia lunga 3-5 dm, bianco-lanosa, generalm. incurvata; sp.tte 6 mm, generalm. violacee, per il resto come in 5281; peli biancastri, densi; fi. ermafr. con lemma portante una resta di 3 mm.<br /><br />Medit.-Turan.<br />Coste adriat.: C; Lig., coste tirren., ioniche, Sic, Sard. e Cors.: R; anche all'interno lungo il Piave, Brenta, Adige e Po (fino al Moden.), ma forse queste indicaz. vanno riferite alla specie seg..",f5f4bc9a8d776794be5bfdcf5f7d1253,1115538,"Canna del Po","Pianta perenne erbacea","1-4 m","Bassure umide dietro le dune. (lit.).",,,Luglio,Ottobre,"(L.) Beauv.",,,"H caesp",0112002,5283,"( = Saccharum rav. L.)"
8892215,"Saccharum officinarum",Specie,"Caratteri di {t5282}, ma culmi piÃ¹ elevati, diam. 3-5 cm, contenenti la polpa zuccherina; fg. grandi, larghe 3-5 cm e lunghe parecchi dm; pannocchia piramidale, lunga fino ad 1 m; sp.tte di 3-4 mm, circondate da peli di 6-10 mm.<br />Largam. coltiv. nei Tropici, da noi solo in via sperimentale e negli Orti Bot. -Asia Tropic. (?).",c4908718d35b6677104ea5d95acf9b6c,1115140,"Canna da zucchero","Pianta perenne erbacea","2-6 m",,,,,,Linneo,,,"H caesp",0111002,5282/b,
5072214,"Saccharum spontaneum",Specie,"Pianta cespugliosa con culmi eretti, robusti, pieni. Fg. pelose sulla guaina, con lamina glabra, scabra, larga 1 cm, ma generalm. convoluta; ligula biauricolata, pelosa. Pannocchia ampia, a contorno lanceolato (2-5 dm), lanosa; sp.tte 4-6 mm. come in {t5281}, avvolte da peli di 10-12 mm; glume acuminate, cigliate alla base.<br /><br />Paleotrop.<br />Sic. lungo le coste e Pantelleria: R; Garg. a Lesina (scomparsa); forse non indigena da noi. Da noi solo la subsp. aegyptiacum (Willd.) Hackel.",219ff65d88fa532fea0cca638a7b1400,1115143,"Canna d'Egitto","Pianta perenne erbacea","15-25 dm","Incolti umidi, siepi. (lit.).",,,Settembre,Novembre,Linneo,,,"H caesp",0111001,5282,"( = S. biflorum ForsskÃ¥l)"
7442212,"Cenchrus incertus",Specie,"Culmi prostrati o ascendenti, ramosi. Fg. con un ciuffo di peli (1-2 mm) nella zona della ligula, per il resto glabre o finem. pubescenti, con guaine compresse, le sup. rigonfio-spatiformi e lamina Â± convoluta larga 4-6 mm; ligula di peli. Sp.tte appaiate dentro un involucro globoso, portante diecine di reste, che a maturitÃ  sono indurite, formando aculei spinosissimi; involucri in spiga su denti alterni della rachide; glume diseguali, di 2.5 e 5-5.5 mm rispettivam.; fi. inf. ( â™‚ ) con lemma di 5 mm, fi. sup. con lemma di 6-7 mm; cariosside ovoide (2 X 2.5-3 mm), appiattita su un lato.<br /><br />America Trop. e Subtrop.<br />Coste adriat. dal Venez. all'Abr., Versilia, Circeo, anche sulle sabbie della Dora pr. Torino: C.<br /><br /><strong>Nota</strong> - Osservata per la prima volta pr. Venezia nel 1933 dal BÃ©guinot e pochi anni dopo in Versilia, fino all'immediato dopoguerra era una specie relativam. rara: il suo espandersi Ã¨ parallelo al boom del turismo balneare negli ultimi due decenni. Gli involucri si staccano in toto dall'inflor., assieme alle cariossidi; le spine acutissime li attaccano al pelo degli animali ed agli abiti, funzionando egregiamente da meccanismo di disseminazione: in questo modo {t5279} Ã¨ diventata un'autentica piaga per i bagnanti ed i campeggiatori, danneggiando il turismo, che inizialmente ne aveva favorito la diffusione. La sostituzione della nobile flora dunicola, cosÃ¬ ricca di problemi floristici ed ecologici, con questa malerba vituperata da tutti coloro che ne provano il contatto, rappresenta in maniera emblematica la degradazione delle nostre spiagge, sacrificate alla sete di guadagno di pochi profittatori. Sulla diffusione di questa pianta in Italia cfr. Grilli M, Giorn. Bot. hai 69: 184-190 (1963). Sull'attribuzione vi sono ancora incertezze: inizialmente l'avventizia italiana veniva indicata col binomio <em>C. tribuloides</em> L., piÃ¹ recentemente il Corbetta {Giorn. Bot. hai 71: 605-608,1964) la identificava con <em>C. pauciflorus</em> Benth. Il nome corretto di quest'ultima specie Ã¨ <em>C. incertus</em> Curtis, come qui riportato. PerÃ² Cecconelli E. (Delectus Seminum et Sporarum Hort. Bot. Utin. n. 26. 1975) ritiene invece che le piante italiane vadano identificate con <em>C. longispinus</em> (Hackel) Fernald, anche in base alla monografia di De Lisle D. G., lowa State Journ. Se. 37: 259-351 (1963).",df640ccfa22293461f97ac0f84e0cf8d,5823183,"Nappola delle spiagge",,"1-3 dm","Dune arretrate, incolti sabbiosi soprattutto presso il litorale.",0,300,Luglio,Settembre,Curtis,,Annuale,"T scap",0174002,5279,"(= C. tribuloi-des Auct. FI. It. non L.; C. pauaflorus Benth.)"
27172211,"Cenchrus ciliaris",Specie,"Densam. cespugliosa, con culmi eretto-ascendenti, gracili. Fg. con guaine carenato-compresse, scabre e Â± cigliate, soprattutto all'apice e lamina stretta (2-6 mm), cigliata o subglabra; ligula di peli. Pannocchia spiciforme sottile, lunga 5-10 cm; sp.tte singole ovv. a 2-3, circondate da numerose setole ineguali lunghe 8-15 mm, piumose in basso, alla base saldate in una coppa; fi. 2, l'inf. sterile; glume poco diseguali, 2-3.5 mm; lemmi 4 mm.<br /><br />Saharo-Sind.<br />Sic. nel Palermit., a Taormina e nelle Eolie: R.",fe22298ece7ca0718067dc17b320eeed,1115489,"Nappola perenne","Pianta perenne erbacea","2-6 dm.","Pendii aridi e rupestri (calc).",0,600,Maggio,Ottobre,Linneo,,,"H caesp",0174001,5278,"(= PennÃ¬setum cil. Link; Pen.. cenchroides Richard"
7992210,"Pennisetum setaceum",Specie,"Simile a {t5276}, ma fg. molto allungate (fino a 3-4 dm); spiga lunga e sottile; sp.tte minori.<br /><br />Paleo-subtrop.<br />Avvent. in Sic. pr. Palermo, Termini Im. e Catania: R. - Bibl.: Trapani S., Lav. Ist. Bot. Giard. Col. PalermolX (1964); cfr. anche Frigato V., N. Giorn. Bot. hai. 60: 925-928 (1954).",c0f251c2fd6c95b7faee5d85df089a3d,1115117,"Penniseto allungato","Pianta perenne erbacea","3-10 dm","Incolti aridi.",0,300,Maggio,Giugno,"(ForsskÃ¥l) Chiov.",,,"H caesp",0175001,5277,"( = P. ruppelii Steudel)"
5572209,"Pennisetum villosum",Specie,"Culmi ascendenti, alla base avvolti da guaine squamiformi, fogliosi fino ai Â¾ sup. e quindi pubescenti con peli rivolti verso il basso. Fg. con guaina superiorm. barbata sul margine e lamina sottile (3 mm), convoluta; ligula di peli. Spiga unica, 2-4 X 3-7 cm, generalm. violacea; sp.tte subsessili su denti alterni della rachide, circondate da un ciuffo di setole lunghe 2-4 cm, piumose nella parte inf.; fi. 2, l'inf. sterile; glume ineguali, l'inf. di 1 mm o meno, la sup. di 4-6 mm; lemmi 7-9 mm; antere violette 3 mm.<br /><br />Paleotrop.<br />Coltiv. (ornam.) ed inselvai, nel Veronese, Lig., Marche e Lazio: R.",60b693aa02316867b92c519503b9af83,1115112,"Penniseto lanceolato","Pianta perenne erbacea","H caesp","Incolti aridi",0,600,Giugno,Agosto,"R. Br.",,,"H caesp",0175002,5276,"(= P. longistylum Auct.)"
8542208,"Setaria geniculata",Specie,"Rz. breve (fino a 5 cm), Â± ramificato; culmo eretto, liscio. Fg. con lamina generalm. sottile (2-4 mm), lungam. villosa, soprattutto presso la base; ligula breve, sfrangiata. Pannocchia cilindrica sottile; sp.tte lunghe 2-2.5 mm, con setole numerose, alla frutt. giallastre.<br /><br />Sud-amer.<br />Avv. pr. Venezia, Genova, in Versilia ed a Roma: R. - Bibl.: BÃ©guinot A., Archivio Bot. 13: 290-295 (1937).",feeb69118c599cdeb00b4f0cfbe2d6b5,,"Pabbio perenne","Pianta perenne erbacea","2-5 dm","Incolti umidi.",0,300,Luglio,Settembre,"(Lam.) Beauv.",,,"H caesp",0171006,5275,"( = S. gracilis H. B. K.)"
6442207,"Setaria ambigua",Specie,"Simile a {t5270}, ma con i caratteri di {t5273}, tranne che per i dentelli delle setole, che sono rivolti verso l'alto; forse ibrido {t5271} X {t5273}.<br /><br />Termocosmop.<br />Con le prec. in tutto il terr.; Tosc, e Marche: C; nel resto: R.",ef11ed81e3255424f6e96cd795e79107,,"Pabbio intermedio",,"2-7 dm",Infestante.,0,600,Giugno,Ottobre,Guss.,"( = S. decÃ¬piens Schimper)",Annuale,"T scap",0171005,5272,
4442206,"Setaria viridis",Specie,"Simile a {t5270}, ma setole generalm. verde-giallastre; gluma sup. lunga quanto il lemma.<br /><br />Subcosmop.<br />In tutto il terr, : C.<br /><br /><strong>Nota</strong> - Ãˆ abbastanza verosimile, che tutte le specie di Setaria viventi da noi siano piante esotiche d'introduzione recente. {t5270},{t5271} e {t5272} sono molto simili l'una all'altra ed in molti lavori floristici e geobotanici esse sono state probabilmente confuse (anche perchÃ© secondo Fiori andavano considerate varietÃ  di {t5274}!) quindi la loro distribuzione in Italia va riveduta. Non Ã¨ noto se vi sia qualche differenza fra le tre specie sul piano ecologico. Esse costituiscono una serie poliploide in quanto {t5271} Ã¨ diploide (2n = 18), 5272 tetraploide (2n = 36) e {t5270} presenta 2n = 36, 72. PiÃ¹ nettamente differenziata {t5273}, pure diploide (2n = 18), decisamente piÃ¹ termofila delle precedenti.",a0d23c6fc31e900f2466b9e8e1b4debf,1114660,"Pabbio comune; Panico falso, P. selvatico; Pannocchiella, Panicastrella, Pesarone",,"2-5 dm","Infestante assieme a 5270 e soprattutto negli incolti sabbiosi.",0,1600,Giugno,Ottobre,"(L.) Beauv.",,Annuale,"T scap",0171003,5271,
12032205,"Setaria verticillata",Specie,"Simile a {t5270}, ma generalm. maggiore; pannocchia lunga 5-12 cm, un po' conica, alla base interrotta e con rami irregolarm. verticillati; setole generalm. 1-3 per sp.tta, non o poco arrossate, con dentelli rivolti verso il basso; gluma sup. lunga quanto il lemma.<br /><br />Termocosmop.<br />In tutto il terr., perÃ² solo nella Lig., Litorale Ven., Pen. ed Is.: C; nella Pad. ed A Ipi: R ed in molte zone mancante.",6fbc770a1bca89fafe8438580722c1d4,1114661,"Pabbio verticillato",,"3-8 dm","Infestante come le prec, ma generalm. in ambienti piÃ¹ umidi e caldi.",0,800,Maggio,Ottobre,"(L.) Beauv.",,Annuale,"T scap",0171002,5273,
6712204,"Setaria italica",Specie,"Culmi eretti, robusti, glabri. Fg. con guaina cigliata sul bordo, lamina glabra larga fino a 20 mm e ligula di peli. Pannocchia densa, contratta, irregolarm. lobata alla base, con asse principale pubescente per peli lunghi 0.5-1 mm; setole con dentelli rivolti verso l'alto, generalm. lunghe 2-3 volte le sp.tte; cariosside ovoidale lunga 2 mm, a maturitÃ  distaccantesi assieme al lemma.<br /><br />Asia Tropic. (?).<br />In tutto il terr.: R.",b756b0bef87012d561a528da9a412088,1114673,"Pabbio coltivato; Panico",,"5-10 dm","Coltivata come mangime per gli uccelli e subspont. raram. pr. gli orti.",,,Luglio,Agosto,"(L.) Beauv.",,Annuale,"T scap",0171004,5274,
6942203,"Setaria glauca",Specie,"Culmo eretto o ascendente, glabro ed un po' scabro, in generale lungam. nudo sotto l'inflor. Fg. glaucescenti, con lamina larga 5-9 mm, finem. pubescenti sotto la nervatura centr., nel resto glabre; ligula di lunghi peli patenti. Pannocchia spiciforme densa, cilindrica (0.5-1 X 4-7 cm), non interrotta alla base; sp.tte con 2 glume, 1 fi. sterile ridotto al solo lemma ed 1 fi. ermafr. normale; alla base delle sp.tte 5-6 setole (rami sterili abbreviati) ruvide per dentelli rivolti verso l'alto, alla frutt. generami, arrossate; lemmi di 2.5-3 mm; glume piÃ¹ brevi di questi.<br /><br />Subcosmop.<br />In tutto ilterr.: C.",29cadb29fc419e21d1144bb35cdbd2bb,,"Pabbio rossastro",,"2-6 dm","Infestante negli orti, vigne, campi di Mais e Patate.",0,800,Luglio,Ottobre,"(L.) Beauv.",,Annuale,"T scap",0171001,5270,"(= S. lutescens [Stuntz] Hubbard)"
8802202,"Paspalum quadrifarium",Specie,"Culmi eretti, robusti. Fg. con guaina glabra o sparsam. cigliata; lamina allungata (fino a 7 dm) e larga fino a 10 mm, presso la ligula con un ciuffo di peli; ligula 1-4 mm. 12-25 racemi lineari (3-7 cm), irregolarm. alterni, formanti un'inflor. fusiforme con asse diritto, ci-gliolato; sp.tte geminate, grigiastre o ferruginee, 1-1.2 X 2-2.6 mm; gluma sup. con peli inseriti su minute punteggiature rossiccie.<br /><br />Sudamer.<br />Avvent. nella pianura pr. Pisa: R.",48cf049d02d735213299ec318c996fd6,5812027,"Panico argentino","Pianta perenne erbacea","10-18 dm","Argini dei fossi, sponde.",0,100,Giugno,Settembre,Lam.,,,"H caesp",0161005,5268/b,"(= P. ferrugineum Trin.)"
7152201,"Paspalum dilatatum",Specie,"Densam. cespugliosa con culmi ginocchiato-ascendenti. Fg. glabre o quasi, con lamina piana larga 3-10 mm, cigliata alla base; ligula 1-3 mm. Inflor. di 3-6 racemi, irregolarm. alterni, ma generalm. nutanti o penduli e Â± unilaterali; sp.tte 3-3.5 mm, con gluma inf. subnulla e 2 fi. (l'inf. sterile); gluma sup. peloso-cigliata sul bordo; lemma di poco piÃ¹ breve.<br /><br />Sudamer.<br />Lig. e Pen. sul versante occid. dalla Tosc. alNapol: R.",2a9be012b1588ed5142c1cb25c7d2b0c,1114532,"Panico brasiliano","Pianta perenne erbacea","3-8(15) dm","Coltiv. come foraggio ed inselvat. nei luoghi incolti umidi.",0,600,Luglio,Settembre,Poiret,,,"H caesp",0161001,5267,
7032200,"Paspalum paspaloides",Specie,"Rz. allungato, con stoloni radicanti; culmi eretti o prostrati, deboli. Fg. generalm. pelose sul bordo, con guaine carenate; lamine piane, larghe 2-6 mm; ligula subnulla (0.5 mm). Due racemi all'apice del culmo, lunghi 2-7 cm, appaiati; sp.tte 2.5-3.5 mm, distiche; gluma sup. minutam. pubescente.<br /><br />Neotrop. divenuta Subcosmop.<br />Pad. (Torino, Ven., Romagna), Lig.,<br />Pen., Sic. e Sard: C ed in rapida espansione (in Basil. non ancora segnalato, ma certo presente); Pad.: R, ma anche qui in espansione.<br /><br /><strong>Nota</strong> - Pianta spondicola, che in pochi decenni Ã¨ divenuta straordinariam. copiosa sulle rive dei fiumi della Penisola, come l'Arno e soprattutto lungo il Tevere in Roma e nei dintorni della cittÃ . Sulla distribuzione e comparsa nelle varie zone d'Italia cfr. anche Muneghina A., Pubbl. Ist. Bot. Trieste n. 17 (1964). Piante con fg. convolute, glabrescenti e con racemi portati da peduncoli glabri sono state indicate come <em>P. vaginatum</em> Swartz (osservato nel secolo scorso, naturalizzato pr. Catania alla Plaja), ma probabilm. rientrano nella variab. di {t5268}.",,,"Panico acquatico","Pianta perenne erbacea","1-6 dm","Fossi, risaie, ambienti umidi.",0,600,Luglio,Settembre,"(Michx.) Scribner",,,"G rhiz",0161003,5268,"(= P. distichum Auct. FI. Ital. non L.)"
13582199,"Digitaria ciliaris",Specie,"Simile a {t5262}, ma ligula piÃ¹ allungata, inflor. piÃ¹ ricca e lemma sterile cigliato sul bordo.<br /><br />Pantrop. e -subtrop.<br />Pad.: C; Pen.: R e con lacune.",89e0e4db02ed0ca1ee134b0fa26e8651,1114305,"Sanguinella cigliata",,"2-5 dm","Infestante nelle risaie e colture irrigue.",0,1200,Agosto,Ottobre,"(Retz.) Koeler",,Annuale,"T scap",0166803,5263,"(= D. adscendens [H. B. K.] Henrard)"
4342198,"Digitaria sanguinalis",Specie,"Culmi deboli, prostrato-diffusi o ascendenti, spesso radicanti alla base e pelosi ai nodi. Fg. generalm. pelose per peli patenti di 1-1.5mm; guaine inf. compresse, le sup. generalm. un po' rigonfie; lamina lanceolato-lineare (8-12 X 45-75 mm), spesso ondulata o arrossata sul bordo; ligula tronca-sfran-giata 0.5-1.5 mm. Inflor. costituita da 4-6 (3-8) racemi lineari, lunghi 3-8 cm, inseriti tutti alla medesima altezza, all'apice del culmo e dei rami principali; sp.tte violacee, con 2 fi., dei quali l'inf. sterile; glume di 0.5 e 1.5 mm rispetti-vam.; lemma 2.5 mm.<br /><br />Cosmop.<br />In tutto il terr. : CC.<br /><br /><strong>Variab.</strong> - Molto raram. si osservano individui con fg. del tutto glabre oppure con culmi striscianti e radicanti su quasi tutta la lunghezza; anche l'inflor. mostra un certo polimorfismo, talora presenta i racemi in 2 verticilli sovrapposti oppure con disposizione altrimenti irregolare. Il lemma sterile Ã¨ di regola pubescente sul margine, perÃ² con alcune variazioni nella densitÃ  dei peli; piante con lemma sterile del tutto glabro sono state descritte come subsp. aegyptiaca (Retz.) Henrard e segnalate nell'It. Sett. Anche {t5263} viene per lo piÃ¹ fatta rientrare nella variabilitÃ  piÃ¹ o meno casuale di {t5262}, forse a ragione.",65fed4791f9e6635277af612fd5a5af1,1114291,"Sanguinella comune",,"2-5 dm","Infestante nelle colture sarchiate, incolti sabbiosi umidi.",0,1500,Giugno,Settembre,"(L.) Scop.",,Annuale,"T scap",0166802,5262,"( = Panicum sang. L., incl. D. gracilis Guss.)"
15862197,"Digitaria ischaemum",Specie,"Culmi generalm. ascendenti, gracili. Fg. glabre oppure scarsam. pelose solo alla base della lamina; questa larga 5-6 mm, spesso violacea; ligula 1-2 mm. Inflor. come {t5262}, generalm. a 2-4(6) racemi sottili; gluma inf. 0.3-1 mm, la sup. di 2 mm; lemma sterile 2 mm, peloso.<br /><br />Subcosmop.<br />It. Sett. e Pen. (con lacune), Cors.: R.<br /><br /><strong>Variab.</strong> - Si distingue da {t5262} per la generale glabrescenza, perÃ² raram. si incontrano pure individui pelosi sulle guaine (soprattutto delle fg. inf.) o su tutta la fg.",3ed5f2150b4d527b4def4731b574d2f0,1114322,"Sanguinella sottile",,,"Campi, sentieri, sabbie umide (generalm. acidof).",0,1200,Luglio,Settembre,"(Schreber) Muehlenb.",,Annuale,"T scap",0166804,5264,"(= D. glabra R. et S.; D.filÃ¬formis Koeler; Panicum ischaemum Schreber; P. glabrum Gaudin)"
8742196,"Digitaria debilis",Specie,"Culmi gracili, prostrati o ginocchiato-ascendenti. Fg. inf. pubescenti, le sup. quasi glabre; lamina larga 3-5 mm; ligula arrotondata 1-3 mm. Inflor. formata da 5-11 racemi terminali digitati, lunghi 5-10 cm; gluma inf. nulla, la sup. acuminata, superante il lemma sterile.<br /><br />Steno-Medit. e Sudafr.<br />Pen. sul versante occid., in Versilia, pr. Pisa e Lucca, Lazio, Napol, Basil, pr. Muro: C.",df74a6571462d240caef3f45a34ceae4,1114292,"Sanguinella debole",,"1-3 dm","Incolti umidi.",0,600,Agosto,Ottobre,"(Desf.) Willd.",,Annuale,"T scap",0166801,5265,"(= Panicum deb. Desf.)"
6212194,"Echinochloa crus-pavonis",Specie,"Simile a {t5257}, ma inflor. incurvata, con rami ed apice penduli; gluma inf. glabra o con pochi peli solo nella zona centr.; lemma sterile con 2 linee di ciglia su ciascun lato, generalm. senza ciglia lungo la nerv. centr. nei â…” inf.<br /><br />Neotrop.<br />Pad. da Pavia al Vercellese: C. - Bibl: Pignatti S., Archivio Bot. 31: 1-12 (1955)",10b96380a3405b4b1eb86505dc26923b,1114109,"Giavone pendulo",,"8-15 dm","Infestante nelle risaie.",0,200,Luglio,Settembre,"(H. B. K.) Schultes",,,"T scap",0166906,5258,
