id,name,taxa_kind_id_name,description,col_id,eol_id,"Nome Italiano",Portamento,Altezza,"Tipo di vegetazione","Limite altitudinale inferiore","Limite altitudinale superiore","Inizio fioritura","Fine fioritura",Autore,Diffusione,"Ciclo riproduttivo","Forma biologica","Codifica numerica",Progressivo,Sinonimi
6451578,"Onobrychis viciifolia",Specie,"F. legnoso, bruno-scuro, con rami ascendenti o suberetti, striati, subglabri in basso, pubescenti in alto. Fg, con 13-25 segm., le inf. ellittiche (da 7x15 a 4 X 18 mm), le sup. strette (3-5 x 21-25 mm), con pubescenza abbreviata sopra, più densa sotto. Racemi piramidali, all'antesi 2-2.5 X 5-7 cm. lunghi (compreso il peduncolo) 2-3 volte la fg. asc, lungam. nudi in basso; calice a tomento patente lungo 0.6-0.9 mm avvolgente tutta la fauce; tubo di 2 mm e denti di 3-4 mm; corolla di un purpureo intenso, con carena (scura) di 9-12 mm e vessillo di 10-13 mm; fr. 5-8 mm, con 6-8 denti di 1 mm.<br /><br />Medit.-Mont. (?).<br />It. Sett, e Pen. : C.<br /><br /><strong>Osserv.</strong> - Coltiv. ampiam. soprattutto nell'App. Sett. e Centr., è sp. di origine controversa, forse in Italia solo introdotta; sulle Alpi e sui rilievi della Pen. entra in associazioni naturali (prati aridi) o semi-naturali (prati falciati e concimati) ed appare del tutto indigena.<br /><br />Bibl.; Sacristan M„ Ann. Estac. Exp. Aula Dei 8: 1-114 (1966).",96ec20ab4ce5e36df951d9e6e47f9f16,689248,"Lupinella comune; Fieno-santo. Crocetta","Pianta perenne erbacea",4-7dm,"Prati e pascoli.",0,2200,Maggio,Agosto,Scop.,,,"H scap",3780021,1964,"(= O. sativa Lam.)"
12851577,"Onobrychis alba",Specie,"Pianta grigio-tomentosa ed argentina (!). F. legnoso, coperto da guaine rossastre, con rami ascendenti o prostrati. Fg. con 15-21 segm. troncato-mucronati all'apice. Racemi lunghi (compreso il peduncolo) 4-6 volte la fg. ascellare, lungam. nudi in basso: calice con tubo di 2 imi e denti di 4-6 mm: corolla bianca, appena soffusa di roseo su carena e vessillo.<br /><br />Euri-Medit. (baricentro orient.).",d23be60544f4f05e6b50d09529459909,689247,"Lupinella bianca","Pianta perenne erbacea","4-7 dm","Pascoli aridi,pendìi franosi (calc.)",,,Maggio,Giugno,"(W. et K.) Desv",,,"H scap",3780011,1961,
6301576,"Onobrychis saxatilis",Specie,"F. legnosi abbreviati, con rami fioriferi erbacei, eretti, scapiformi, Fg. a 15-31 segm. lineari (1-3 x 7-20 mm). Racemo lineare con 20-30 fi.; calice 5-6 mm, con denti lunghi il doppio del tubo; corolla bianco-giallastra venata di rosa, 9-12 mm; ali &gt; calice; legume ellittico 3-5 X 4-7 mm, senza denti.<br /><br />NW-Medit.-Mont.<br />V. Aosta, Nizzardo (solo al di fuori dei nostri confini), App. Parmig. al M. Caio: RR.",4cda63d67bfa0948c5ba12430756d397,691017,"Lupinella acaule",Cespuglio,"2-4 dm","Pendii rupestri.",300,1800,Maggio,Luglio,"(L.) Lam.",,,"Ch suffr",3780004,1959,
6231575,"Onobrychis montana",Specie,"Simile a {t1964}, ma generalm. minore; fg. con 11-15 segm. ellittici (2-3 X 5-8 mm. raram. fino a 15 mm). glabri di sopra: calice 4-5 mm; corolla di colore purpureo intenso. 9-10 mm; vessillo ripiegato verso l'alto e decisam. più breve della carena.<br /><br />Orof. Europ.-Caucas.<br />Alpi, dalle Cam. alle Mariti., App. Sett. e Centr., però le segnalazioni si riferiscono in gran parte a 1964: R.<br /><br /><strong>Nota</strong> - Questa non è una modificazione di {t1964} per effetto dell'altitudine, come si potrebbe supporre, ma una sp. del tutto distinta: è ben differenziata per il vessillo breve e rivolto all'insù (almeno in fiori nel pieno dell'arnesi): è pianta rara e con distribuzione frammentata da ulteriorm. precisare.",c1925f902fe667aa61004fe9d3bf2d80,704039,"Lupinella montana","Pianta perenne erbacea","2-5 dm","Prati aridi montani (calc).",1000,2100,Giugno,Agosto,DC.,,,"H scap",3780017,1962,
9551574,"Onobrychis supina",Specie,"Simile a {t1964}, ma verde-glauca; calice con tubo di 1.5 mm e denti lunghi 2-3 volte tanto, cioè fino a ¾ della carena, questa di 5-6 mm; vessillo 6-9 mm. generalm. ⅓ più lungo della carena.<br /><br />NW-Medit.<br />App. Sett. dalla Lig. alla V. Staff ora e V. Tidone: R.; segnalata anche in Cai.<br /><br /><strong>Nota</strong> - Probabilm. anche <em>O. handel-mazzettii</em> Sirjaev. descritta per i dintorni di Genova, va riunita a {t1960}.",6d47d21fa8ca4bdad52e8392234790ed,646604,"Lupinella sdraiata","Pianta perenne erbacea","1-5 dm.","Argille plioceniche, calanchi.",100,1000,Maggio,Luglio,"(Chaix) DC.",,,"H ros",3780007,1960,
6761573,"Hedysarum hedysaroides subsp. exaltatum",Specie,,,,,,,,,,,,,,,,,,
721572,"Hedysarum hedysaroides subsp. hedysaroides",Specie,,,,,,,,,,,,,,,,,,
751571,"Hedysarum glomeratum",Specie,"F. prostrato-diffusi, sparsam. pubescenti, generalm. arrossati. Fg. con 17-21 segm. ellittici a ovali (2-3 X 4-6 mm); lamina più chiara di sotto. Racemi capitoliformi (diam. 3 cm) su peduncoli di 4-6 cm; calice 6 mm; corolla rosso-vinosa o -purpurea. 12-17 mm; legume generalm. con 2 articoli, cigliato e spinuloso.<br /><br />W-Medit. (Steno-).<br />Riviera Lig., Pen. (verso N fino ad Urbino, Firenze e Pisa), Sic, Sard, e Cors.: R.",bed159046a89c5e9bb89840cbbec6e71,,"Sulla annuale",,"1-3 dm","Incolti, pascoli.",0,1000,Marzo,Maggio,Dietrich,,Annuale,"T scap",3778004,1956,"(= H. capitatum Desf. non Burm.)"
6481570,"Hedysarum spinosissimum",Specie,"F. prostrati, con fitta pelosità appressata. Fg. generalm. a 9-13 segm. ellittici a oblanceolati (2-5 X 5-10 mm), troncati o bilobi all'apice, quelli delle fg. sup. più stretti degli inf.; stipole ovato-acuminate. Racemi brevi, capituliformi, a 3-10 fi.; peduncoli brevi, superati dalle brattee; calice 4-5 mm, con denti lunghi quanto il tubo o poco più; corolla 8-11 mm, bianca o rosa pallido; vessillo lungo quanto la carena (o poco più) e superante di ¼ le ali; legume con 2-4 articoli pubescenti e con spinule uncinate.<br /><br />W-Medit. (Steno-).<br />Sic, Is. Maltesi a Cornino, Sard. e Cors. Merid.: R.",3ad2c26d8bc5addb81a192f2b04d8dfd,689171,"Sulla pallida",,"1-3 dm","Incolti, pascoli.",0,600,Aprile,Maggio,,,Annuale,"T scap",3778003,1955,"(= H. pallens [Moris] Halacsy)"
8281569,"Hedysarum coronarium",Specie,"F. prostrato-ascendenti, striati, glabri o sparsam. pelosi. Fg. (4-10 cm) con 5-9 segm. ellittici (6-15 x 10-20 mm), i margini subrotondi, lanosi di sotto; stipole triangolari-acute (1-2 x 4-6 mm). Racemi ovoidi (3 x 3-8 cm) con fi. eretto-patenti e peduncolo lungo 0.7-1.3 volte la fg. ascellante; calice 7-8 mm, con denti subeguali al tubo; corolla rosso-ocracea o -violetta con vessillo di 15-20 mm; legume con 2-3 articoli discoidali spinulosi sul bordo e facce.<br /><br />W-Medit. (?).<br />Lig., Peri, (al N fino alla Via Emilia), Sic, Sard, ed Is. minori vicine: C, ma spesso coltiv. e subspont.; manca nella Pad.; coltiv. anche sulle colline del Garda, Bergam. e Novarese.<br /><br /><strong>Usi</strong> - Su suoli pesanti nella zona mediterranea e submedit. è ottima coltura foraggera per rotazione: la coltura è estesissima e {t1954} si presenta pertanto quasi ovunque come , inselvatichita. Probabilm. spontanea è invece sulle argille plioceniche, anche subsalse, della Pen., soprattutto in Tosc. Il nome volgare maggiormente usato è Sulla, di cui sembra mancare un corrispondente latino; più raram. viene usato Guadarubio, certo derivato dal colore della fioritura e di origine ± recente. Non pare che la pianta sia nominata da Varrone, dunque la sua coltura dovrebbe essere relativamente recente; infatti le prime notizie certe risalgono al 1610 (Rostius) che la indica come pianta coltivata a scopo ornamentale nell'Europa Media, ma di provenienza spagnola. Probabilm. anche da noi la coltura non dovrebbe esser molto anteriore e forse di derivazione spagnola, infatti il nome Sulla è strettam. affine al castigliano Zulla. usato per la stessa pianta (però si potrebbe pensare anche ad un trasferimento in senso contrario per la coltura ed il nome!).",98ca13c1ef9bb62237c0d04dd0af9a48,689099,"Sulla comune; Guardarubio","Pianta perenne erbacea","3-10 dm","Suoli argillosi anche subsalsi.",0,1200,Aprile,Maggio,Linneo,,,"H scap",3778001,1954,
20021568,"Hedysarum hedysaroides",Specie,"Fusto glabro (!). F. ascendente, alla base avvolto da guaine bru-nastre. Fg. con segm. opposti, lanceolato-ottusi (6-10 X 15-20 mm), con largh. max. a ⅖ dalla base, i terminali spesso ellittici (6-8 X 12-15 mm); stipole membranacee brunastre, 10-15 mm. Racemi 15-30flori portati da un peduncolo nudo di 6-9 cm; fi. penduli o inclinati; calice 6-8 mm; corolla ro-seo-violetta; vessillo ripiegato ad angolo retto, 9 X 20 mm; carena diritta 20-22 mm; legume a 4-6 segm. (6-8 X 20-35 mm).<br /><br />Artico-Alp. (Europ.).<br />Diffuso su tutta la carena alpina.<br /><br />Bibl.: Beauverd G.. Bull. Soc. Bot. Genève 20: 482-484 (1928); Camus A.. Bull. Mus. Hist. Nat. Paris 3: 371-372 (1931).<br /><br /><strong>Variab.</strong> - Le due subsp. non esauriscono la variabilità di {t1957}: sulle Alpi Svizzere compare una stirpe con corolla giallastra, f. di 2-7 dm. fg. con picciuoli ghiandolari e segm. all'apice divisi in due lobi tra i quali la nervatura si continua in un breve mucrone, indicata anche come H. boutignyanum d'Al-leizette, che va ricercata anche in V. Aosta, cfr. d'Alleizette Ch.. Bull. Soc. Bot. Fr. 75: 38-42(1928).",24d76671b89bb51e6055d0e140316565,703947,"Sulla alpina","Pianta perenne erbacea","2-3 (-6) dm","Pascoli alpini, stazioni lungam. innevate, su suolo neutro o debolm. calcareo.",1600,2500,Giugno,Agosto,"(L.) Sen. et Th.",,,"H scap",3778005,1957,"(= H. obscurum L.; H. alpinum Jacq. non L.)"
14641567,"Hedysarum humile",Specie,"F. ascendenti, puberuli. Fg. con 7-25 segm. lineari o lineari-spatolati (1-3 X 4-10 mm). pubescenti di sotto. Racemi 15-20flori; calice 5-7 mm. villoso, con denti &gt; tubo; corolla violacea, 10-12 mm; legume pubescente a 2-3 articoli.<br /><br />W-Medit.<br />App. Emil. nell'alta valle del Panaro (Castagneto pr. Pavullo, Missano): RR. - Bibl.: Vaccari,Arch. Bot. 8: 319(1932) e Fiori, N. Giorn. Bot. hai 38:711 (1932).",984d0089b9592bd281179d900f068985,44945020,"Sulla minore","Pianta perenne erbacea","2-5 dm","Prati aridi.",100,600,Maggio,Luglio,Linneo,,,"H scap",3778013,1958,
6151566,"Scorpiurus vermiculatus",Specie,"Simile a {t1952}, ma peli patenti; fi. isolati (raram. 2) su peduncoli &lt; fg.; corolla 12 mm; legume con tubercoli fungiformi.<br /><br />S-Medit.<br />Lig., Tosc (M. Pisano), Conerò, Garg., Sic. Occid., Sard. (PaulilatPio), Cors. (?): R.",971fd52f44a8cfdd66511b945a5b5019,689362,"Erba lombrica uniflora",,"5-60 cm","Incolti aridi, seminati, macchie.",0,600,Aprile,Aprile,Linneo,,Annuale,"T scap",3771002,1953,
4531565,"Scorpiurus muricatus",Specie,"finem. pubescente (!). F. abbreviato (1-4 cm), per lo più strisciante o raram. allungato ed ascendente. Fg. spatolate (largh. max. ad ⅙ apicale), 3-5nervie. acute, 1-2 X 4-7 cm, raram. 3 X 12 cm; stipole lineari 1.5 X 15-22 mm. Fi. a 2-5 su peduncoli &gt; fg. alla frutt.; calice con tubo di 2 mm e denti lineari, ± patenti (3 mm); corolla gialla con vessillo avente unghia di 3 mm e lembo di 6-7 X 5 mm. venato di bruno; legume cilindrico (4-8 X 20-40 mm), irregolarm. contorto.<br /><br />Euri-Medit.<br />Lig., Pen. (verso N fino alla Via Emilia), Sic, Sard. e Cors.: C; lungo il Ut. adriat. risale le coste in Romagna (Cervia) e Ven. (Rosolina); anche in Istria, ma fuori del nostro terr.<br /><br /><strong>Variab.</strong> - L'interpretazione data comunem. dagli AA. alle tre specie linneane è che S. muricatus L. comprende gli individui con legumi muniti di tubercoli conici. S. subvil-losus L. quelli con spine uncinate o bifide (da noi il tipo più frequente) e S. sulcaìus L. quelli con spine semplici sottili, però i tre tipi non sembrano specificam. distinti.",430024f5cdde7965620dbf2a85742030,688445,"Erba lombrica comune",,"5-15(-40) cm","Ganghe, pratelli nelle macchie, incolti aridi.",0,1200,Aprile,Maggio,Linneo,,Annuale,"T scap",3771001,1952,"(incl. S. subvillosus L., S. suicatus L.)"
13471564,"Hippocrepis unisiliquosa",Specie,"Simile a {t1949}. ma fi. isolati (raram. appaiati) su peduncoli di 0.5 cm o meno; legume 4-5 X 20-30 mm. liscio o papilloso.<br /><br />Euri-Medit.<br />Lig., Pen. (verso N fino alla Via Emilia, dalla Romagna al Parmig.), Sic, Sard. e Cors.: C: anche in Istria e di qui fin verso Trieste, ma forse solo in terr. jugoslavo.",ae6fe677d3ecb2338c6fb60809d17932,688334,"Sferracavallo minore",,"5-35 cm.","Incolti, macchie.",0,1200,Marzo,Maggio,Linneo,,Annuale,"T scap",3775010,1951,
5181563,"Hippocrepis ciliata",Specie,"F. gracili eretti o ascendenti, generalm. glabri. Fg. (2-4 cm) con 7-13 segm. lineari a lineari-spatolati (1-1.5 X 5-6 mm), spesso bidentati all'apice, glauchi. Inflor. 2-5flora su peduncoli generalm. &lt; fg.; calice 2.5 mm; corolla gialla, 4 mm: legume 4 X 20-30 mm papilloso sul bordo, con 4-6 articolazioni apparenti come fori circolari.<br /><br />Steno-Medit.<br />It. Merid., Sic, Sard. e Cors.: C: Lig. e Nizz., Tosc (Alberese, Argentario), Lazio, Abr.: R; segnalata anche nel Pavese a Varzi e Moden. a Scandiano.",5c3ad41a824a3024d54b764a6edd7a7a,689333,"Sferracavallo cigliato",,"5-15 cm","Prati aridi, garighe (calc.)",0,600,Marzo,Maggio,Willd.,,Annuale,"T scap",3775007,1949,
7231562,"Hippocrepis multisiliquosa",Specie,"Simile a {t1949}, ma fg. con segm. per lo più ellittici ovv. ovati: inflor. su peduncoli lunghi circa quanto le fg.; corolla 5-7 mm; legume glabro o con papille sparse.<br /><br />Steno-Medit.<br />Sic, Sard., Cors. ed Is. minori circostanti: C; segnalata anche in Abr., Laz. e Camp.",d2e658abc010da885837d4e17f0adf10,689338,"Sferracavallo mille-grani; Budellina",,"5-50 cm","Incolti, macchie.",0,600,Marzo,Maggio,Linneo,,Annuale,"T scap",3775008,1950,
4961561,"Hippocrepis glauca",Specie,"Simile a {t1948}, ma più glauca e fg. spesso con segm. lineari; capolini su peduncoli molto allungati; legume con papille biancastre, stretto e sottile, 1-2(3) X (20)30-40 mm; sul lato sup. incisioni poco profonde fra un seme e l'altro, lato inf. quasi diritto.<br /><br />S-Europ.<br />It. Merid.: C; Lazio, Abr., Sard. sui Monti di Oliena: R; segnalato sull'App. Pav. e nel Bergam., ma probabilm. da eliminare.",d845cd460c8d4ebb7c480211f0b809b3,418729,"Sferracavallo glauco","Pianta perenne erbacea","5-20 cm","Prati aridi.",0,1500,Maggio,Luglio,Ten,,,"H caesp",3775001,1947,
6131560,"Hippocrepis comosa",Specie,"F. legnoso alla base con rami ascendenti erbacei. Fg. di 3-4(6) cm; 7-11 segm. da lineari-ellittici ad obovati (2-4 x 5-10 mm), generami, glauchi. Capolini 5-12flori su peduncoli nudi di 5-12 cm; calice 3 mm; corolla gialla 8-12 mm, con vessillo ripiegato verso l'alto; legume (3-4 X 15-25 mm) con papille rossastre; incisioni sul lato sup. raggiungenti la metà della largh., lato inf. ondulato.<br /><br />Centro- e S-Europ.<br />In tutto il terr. (manca Pad., Sic. e Cors.): C.<br /><br /><strong>Confus.</strong> - Con {t1940}, che ha fg. con stipole bianco-membranose, concresciute in un manicotto che abbraccia il f.; segm. di regola 9(7-11) circa tanto lunghi che larghi, con largh. max. ad ¼ dall'apice; peduncoli verdi, cilindrici; vessillo parallelo alla carena solo nella parte basale, prima della metà di questa divergente ad angolo retto; in 1948 le stipole sono per lo più arrossate, 2, separate e non abbraccianti; segm. di regola 11(9-17), 2 volte più lunghi che larghi, con largh. max. alla metà; peduncoli arrossati e scanalati; vessillo parallelo alla carena fino a ⅔ di questa.<br /><br /><strong>Variab.</strong> - 1 segm. fogliari sono tanto differenti, da dare spesso l'impressione di specie diverse! L'ampiezza della distribuzione attitudinale di {t1948} è quasi senza confronti: dalla macchia medit. ai prati aridi e steppici, pascoli subalpini ed alpini, seslerieti, rupi calde e soleggiate. Tende a differenziare razze cromosomiche, cfr. Guern M. et Gorenflot R., C. R.Acad. Se. Paris263: 509-512 (1966); id. 268: 1732-1734(1969).",83abae1e7ab57781ea11d6def7f2b803,703956,"Sferracavallo comune","Pianta perenne erbacea","5-20 cm","Pascoli e prati aridi (calc)",0,2900,Maggio,Agosto,Linneo,,,"H caesp",3775003,1948,
17841559,"Coronilla valentina subsp. glauca",Specie,,,,,,,,,,,,,,,,,,
661558,"Coronilla valentina subsp. valentina",Specie,,,,,,,,,,,,,,,,,,
691557,"Coronilla emerus subsp. emeroides",Specie,,,,,,,,,,,,,,,,,,
661556,"Coronilla emerus subsp. emerus",Specie,,,,,,,,,,,,,,,,,,
631555,"Coronilla cretica",Specie,"Simile a {t1943} ma fg. con 4-5(-8) paia di segm.; stipole 1-3 mm; ombrelle 3-6flore; corolla biancastra o rosea (4-7 mm).<br /><br />Pontica.<br />Lig., App. (sul versante Adriat.) dalla Romagna al Garg., Lazio: R; anche nel Veron. ed in Istria fino a poca distanza dal nostro confine.",e3842dd854b1bc6540eecad38e20ac73,,"Cornetta cretese",,"5-8 dm","Pendii aridi.",0,600,Maggio,Giugno,Linneo,,Annuale,"T scap",3774010,1944,
4591554,"Coronilla varia",Specie,"F. ramosi, prostrati o ascendenti. Fg. con 8-11 paia di segm. ellittici (4-8 X 6-11 mm), glaucescenti di sotto, re-tuse in alto, arrotondate e brevem. picciuolate in basso; stipole 2-6 mm. Ombrelle (diam. 2.5 cm) 10-20flore su peduncoli di 6-9 cm, &gt; fg.; fi. su peduncoli di 2 mm; calice 2-3 mm; corolla rosea ( 1 cm) con chiazza violetta scura all'apice della carena; legume (3-6 cm) quadrangolare.<br /><br />SE-Europ. (?) divenuta Circumbor.<br />Alpi, Pad., App. fino alla Basil.: CC.<br /><br /><strong>Variab.</strong> - Numero, forma e dimensioni dei segm. fogliari variano notevolm. certo in conseguenza delle condizioni di crescita. Maggiore importanza sembra avere una var. violacea Briq. con vessillo (9 mm) intensam. violetto ed ali (4.5 X 10 mm) violette nella porzione apicale; essa avrebbe inoltre fg. con segm. più allungati (5-9 X 15-20mm):è nota per Prè S. Didier ed Aosta. Parmig. App. Marchig. a Visso (!) e qui verosimilm. nella sua stazione naturale; essa potrebbe rappresentare il tipo selvatico, del quale si è originata la comunissima pianta sinantropica.",f25c45e100b338d92cb5b751da9c5035,41755725,"Cornetta ginestrina; Vecciarirti","Pianta perenne erbacea","4-7 dm","Rupi e pietraie calc, , e da qui allargatesi nei prati stabili, pendii aridi, lungo le vie, staz. ru",0,1200,Giugno,Agosto,Linneo,,,"H scap",3774007,1943,
13871553,"Coronilla repanda",Specie,"Simile a {t1945}. ma fg. sup. imparipennate con 2-3 paia di segm. di 4-10 mm. poco diversi l'uno dall'altro.<br /><br />W-Medit.<br />Veronese, Faentino, Circeo, Manica, Camp., Pugl, Sic: R.",8c3bc9c94bc1947a9e39f6a6688cad43,689293,"Cornetta ritorta",,"5-20 cm","Incolti aridi.",0,600,Aprile,Maggio,"(Poiret) Guss.",,Annuale,"T scap",3774013,1946,
3811552,"Coronilla scorpioides",Specie,"Pianta glabra e glauca (!). F. eretti, ramosi dalla base. Fg. maggiori (a metà del f.) con 2 segm. basali subrotondi (diam. 5-6 mm) e segm. apicale ellittico assai più grande (13-16 x 20-27 mm). con caratt. margine cartilagineo. Fi. a 2-3 in fase, ascellari; peduncoli di 2-4 cm &gt; fg.; calice 2 mm. appena dentato; corolla gialla (6 mm); legume lineare, ricurvo, lungo fino a 5 cm.<br /><br />Euri-Medit.<br />In tutto il terr., però C solo nell'area mediterranea; manca nella Pad.; Alpi: R (pendici merid.).<br /><br /><strong>Osserv.</strong> - Molto comune in Lig.. nella Pen. e nelle Is.. come componente della vegetazione naturale o semi-naturale nelle macchie e ganghe, soprattutto nei pratelli tra i cespugli, negli incolti e pascoli aridi; di qui anche irradia come infestante nei campi di cereali. Il confine settentrionale decorre lungo le vallate aride dello spartiacque appenninico più o meno fino alla Via Emilia; in Romagna raggiunge la pianura a Cervia ed in Piem. le Langhe. Nel resto delflt. Sett. invece è per lo più rara ed incostante, forse nella maggior parte dei casi introdotta involontariamente con le sementi e subspontanea. È nota del Triest.. quindi per antiche segnalazioni in Friuli (Monfalcone. Tricesimo) e nei Colli Euganei, incostante sul Garda, fino a Trento e nelle zone vicine del Bresc.",42f3c617f523ea14b8ef5ffe14fd7654,689295,"Cornetta coda-di-scorpione; Pié-di-corvo; Canterella",,"5-20 cm","Incolti aridi, pascoli, anche ruderale-infestante.",0,800,Aprile,Maggio,"(L.) Kock",,Annuale,"T scap",3774012,1945,
15961551,"Coronilla valentina",Specie,"Pianta glauca (!). F. legnosi tenaci, riccam. fogliosi, pubescenti ed arrossati in alto. Fg. sempreverdi con (5-)13-15 segm. obovati (5-7 X 9-15 mm) all'apice troncati e mucronati. Ombrelle 4-12flore su peduncoli (15-25 cm) lunghi il doppio e più della fg.: calice 2 mm; corolla gialla (8-12 mm); legume ( 1-5 cm) compresso con due angoli ottusi.<br /><br />SW-Medit.<br />Lig., Pen., Sic, Sard, e Cors.: R.<br /><br /><strong>Osserv.</strong> - Non sempre i caratteri indicati permettono la sicura attribuzione all'una o all'altra subsp. Individui con fg. e legume come nella subsp. (b) e stipole della subsp. (a) sono stati indicati come <em>C. pentaphylla</em> Desf. o var. pentaphylloides (Rouy) Fiori; si presentano sporadicam. nel bacino Mediterraneo Occid. e da noi sono stati osservati nel Palermitano.",b0d2430e672e11d1c527de3202f4ad74,689294,"Cornetta di Valenza",Cespuglio,"3-7 dm","Rupi calc, ganghe",0,1500,Gennaio,Maggio,Linneo,,,NP,3774002,1938,
9971550,"Coronilla juncea",Specie,"F. giuchiformi, tubuloso-cavi, con internodi allungati e scarse fg., presto caduche. Fg. con 3-7 segm. lineari-spatolati (2-4 X 5-20 mm), arrotondati in alto. Ombrelle 4-12flore su peduncoli lunghi 2-4 volte la fg. ascellante; corolla gialla (6-10 mm); legume (1-5 cm) oscuram. quadrangolare.<br /><br />W-Medit.<br />Argentario, Garg., Leccese: R; Riviera pr. Mentone (però solo in terr. francese).",c76e3e6b3319f75fd20f9e6a638b6ea3,689290,"Cornetta giunchiforme",Cespuglio,"2-8 dm.","Rupi cale, aridissime. ",0,600,Aprile,Maggio,Linneo,,,NP,3774005,1941,
5901549,"Coronilla minima",Specie,"Pianta glabra e glauca (!). F. legnosi alla base, ascendenti. Fg. (1-2 cm) con 7-9 segm. ovali o subrotondi (2.5 X 3 mm, raram. fino a 10 mm); stipole (1 mm) persistenti. Ombrelle su peduncoli di 3-4 cm; fi. 5-7; calice 1.5 mm; corolla gialla venata di bruno, con vessillo spatolato, bilobo, di 4 X 6 mm; legume (1-3 cm) con 2-7 articoli.<br /><br />W-Medit.<br />App., dal Piem. all'Abr. e Camp.: C; Alpi nelle valli aride (V. Susa, V. Aosta) ed attorno al Garda: R. - Le fg. velenose sono rifiutate dal bestiame: per questo sull'App.. spesso si formano popolamenti densi nei pascoli.<br /><br /><strong>Confus.</strong> - Con {t1948} (cfr.).",ce1ec4c9cb03f19221a9f264723e9789,689289,"Cornetta minima","Pianta perenne erbacea","5-15 cm","Prati aridi (calc).",0,1500,Maggio,Agosto,Linneo,,,"Ch suffr",3774004,1940,
