id,name,taxa_kind_id_name,description,col_id,eol_id,Nome Italiano,Portamento,Altezza,Tipo di vegetazione,Limite altitudinale inferiore,Limite altitudinale superiore,Inizio fioritura,Fine fioritura,Autore,Diffusione,Ciclo riproduttivo,Forma biologica,Codifica numerica,Progressivo
"468","Salvia sclarea","Specie","F. eretto, ingrossato (diam. 5-9 mm), con peli crespi di 1-2 mm. Fg. inf. nel I anno in rosetta, grandi (picciuolo 2-7 cm; lamina 4-12 X 7-18 cm); fg. cauline minori (5-12 cm), irregolarm. dentellate. Inflor. ampia con rami eretto-patenti; brattee membranose, violacee, 2-3 cm; calice con tubo ispido di 7 mm e denti spinulosi di 3-5 mm; corolla rosea o liliacina, 15-20 mm.</p>
In tutto il terr. (non segnalato in Friuli, Puglia e Cai, manca nella Pad.), ma Re spesso solo inselvat.<br />Variab. - Si presenta talora con brattee verdi, di aspetto fogliaceo (S. lucana Cavara et Grande). In Sard. sembra sia rappresentata da una razza speciale, cfr. Chiappini M. c Falchi L., Ann. di Bot. 28 (1966).","69144bb73cd12ec48949c35abab4cca8","579411","Salvia moscatella; Sclarea, Scanderona, Chiarella","","5-11 dm","Pendii aridi, boscaglie","0","900","Aprile","Giugno","Linneo","","Biennale","H bienn","7290014",""
"467","Salvia napifolia","Specie","Simile a 3276, ma fi. su peduncoli rigidi lunghi 3-5 mm; labbro sup. della corolla non ristretto alla base. - Avventizia a Trieste alla fine del sec. scorso, ma ora scomparsa.","8276d8b7059481cd893c23c8a6249386","6342670","","Pianta perenne erbacea","","","","","","","Jacq.","","","","7290036",""
"466","Salvia leucantha","Specie","F. lignificati con rami bianco-lanosi alla fine glabrescenti. Fg. con picciuolo breve e lamina lanceolato-lineare (5-12 cm), acuta, crenulata, rugosa di sopra e bianco-lanosa di sotto. Racemi 1-3 dm con verticillastri spaziati; brattee ova-to-acuminate, caduche; corolla biancastra 10-15 mm con labbra brevi.","53415041811c267f91bbbc86ab1db34b","2879212","Salvia a fiori bianchi","Cespuglio","3-8 dm","Coltiv. per ornam.","0","600","Maggio","Giugno","Cav","","","Ch frut","7290039",""
"465","Salvia verticillata","Specie","F. eretto, semplice o con brevi rami ± eretti. Fg. inf. con picciuolo di 2-5 cm, all'apice spesso con 2 segm. lanceolati (4-8 X 10-17 mm); lamina cuoriforme (5-8 X 8-12 cm), grossam. dentata sul bordo; fg. sup. minori, subsessili. Inflor. cilindrica; verticillastri con 15-30 fi. ± nutanti su peduncoli di 3-5 mm; calice 4-5 mm; corolla violaceo-blua-stra 8-11 (-15) mm con labbro sup. ristretto alla base.","0cf8f57ecef0bd25436811e4a6fc3c4a","579418","Salvia spuria","Pianta perenne erbacea","3-8 dm","Pianta perenne erbacea","0","1800","Aprile","Settembre","Linneo","","","H scap","7290035",""
"464","Salvia canariensis","Specie","F. giovani bianco-lanosi, quindi glabre-scenti. Fg. con picciuolo di 1-3 cm e lamina triangolare-astata (3-8 X 7-12 cm), crenulata, alla base con 2 lobi divergenti. Brattee ovate (12-15 mm), ± arrossate; calice 10-12 mm con denti arrotondati; corolla 20 mm con tubo interam. incluso nel calice.","8f8369c1a71bda8ba56d4d07200d9fef","6341817","Salvia delle Canarie","Cespuglio","","","0","600","Maggio","Giugno","Linneo","","","Ch frut","7290038",""
"463","Salvia officinalis","Specie","Pianta grigio-tomentosa con odore arom. (!). F. legnoso alla base, ramificato, con peli patenti. Fg. con picciuolo di 10-15 mm e lamina lanceolata (1 X 2-3 cm), ottusa, crenata sul bordo. Verticillastri 5-10flori, ± unilaterali, l'infer. avvolto da una coppia di fg. bratteati; calice ferrugineo con tubo di 5-7 mm e denti di 4-6 mm; corolla violacea (raram. rosea o sbiancata) con tubo di 10-15 mm e labbro sup. di 7-10 mm.</p>
<strong>Nota</strong> - Pianta medicinale già nell'antichità celebre e largam. coltivata; il nome ha la stessa radice di «salvare» e da esso deriva il ted. Salbe (unguento medicamentoso). Molto citato il detto della Scuola Salernitana «Cur moriatur homo, cui Salvia crescit in horto?». Per questo è spesso difficile capire se 3260 cresca come specie spontanea oppure come residuo di antiche colture. Hedge in FI. Europ. 3: 189 (1972) addirittura nega l'indigenato di 3260 in Italia. Le stazioni del Triestino (da Duino a Contovello) sono invece sicuram. naturali e si ricollegano attraverso l'Istria ed il Quarnero all'areale illirico di 3260; anche le indicazioni dall'It. Merid. sono probabilm. riferite a popolazioni . spontanee, mentre per il resto del terr. è verosimile si tratti di piante spontaneizzate.","80d9e7d1945b8916441ee5e97d879f40","578478","Salvia domestica","Cespuglio","2-4 dm","Rupi aride e pietraie (calc.)","0","300","Marzo","Maggio","Linneo","","","Ch suffr","7290001",""
"462","Salvia grahami","Specie","Arbusto ramosissimo con f. pubescenti su facce opposte alternativam. ad ogni internodio. Fg. con picciuolo di 1 cm; lamina ovale o lanceolata (7-16 X 15-25 mm), troncata alla base, dentellata. Verticillastri 2flori senza brattee; peduncoli 3-5 mm; calice 9-10 mm a denti ottusi; corolla 20-25 mm, rosea con le labbra generalm. tinte di scarlatto.</p>
Probabilm. Graham J. (1805-1839), studiò la flora indiana pr. Bombay.","","","","Cespuglio","8-12 dm","Coltiv. per ornam.","0","600","Maggio","Giugno","Bentham","","","P caesp","7290037",""
"461","Salvia triloba","Specie","Pianta grigio-tomentosa (!). F. ascendenti, semplici o poco ramosi. Fg. dei getti sterili con picciuolo di 2-4 cm e lamina ovata (3-6 X 7-9 cm), finem. crenulata, spesso con 2 lobi basali patenti; fg. cauline minori (1-2 X 3-4 cm). Inflor. semplice o con brevi rami basali; brattee assènti; peduncoli 3-5 mm; calice con tubo di 7-8 mm e denti di 1 mm; corolla rosea o liliacina 14-18 mm.","45a547c0547f7cbf8edcbb0037aaef3f","6343331","Salvia triloba","Cespuglio","","Ghiaie, macereti e rupi calc.","0","1000","Maggio","Giugno","","","","","7290005",""
"460","Lavandula multifida","Specie","F. legnosi alla base, con rami ascendenti. Fg. primordiali pennatosette, le altre 2pennatosette con perimetro triangolare (1.5-3 X 2-4 cm). Spighe sottili (2-7 cm), 4angolari, lungam. peduncolate; verticillastri 2 fiori; brattee membranose, ovali; calice 5 mm; corolla violacea 30-13 mm.","4eac37118afcedc1ce3ed45f9046aa19","5369193","Lavanda dell'Egitto","Cespuglio","3-10 dm","Garighe, incolti aridi.","0","600","Marzo","Aprile","Linneo","","","Ch frut","7235007",""
"459","Lavandula latifolia","Specie","Simile a 3256, ma fg. spatolate larghe 2-5 mm; brattee erbacee, lineari a lanceolate, Inervie; bratteole lineari 2-3 mm.","6541bbab11b294beba42490fbb009e73","590824","Lavanda latifoglia; Spigo, Spigone","Pianta perenne erbacea","3-8 dm","Pendii aridi cespugliosi.","0","1000","Aprile","Settembre","Medicus","","","NP","7235005",""
"458","Lavandula angustifolia","Specie","Pianta grigio-tomentosa, con profumo gradevole (!). F. eretti legnosi, con rami giovani erbacei, pubescenti. Fg. lineari, 1.5-2 X 15-25(-40) mm, generalm. revolute sul bordo. Spighe 3-8 cm, ± lungam. peduncolate, con verticillastri 6-12 fiori alla fine distanziati; brattee membranose, rombiche, ristrette in punta allungata (3-4 X 6-8 mm) con 5-7 nervi divergenti a ventaglio; bratteole nulle o ridotte; calice 4-5 mm; corolla purpureo-violacea 9-12 mm.</p>
<strong>Usi</strong> - Da 3256 si ricava per distillazione l'olio di Lavanda, pregiatissimo in profumeria: questa pianta è dunque già dall'antichità coltiv. in tutto il terr., sia negli orti e giardini per uso casalingo, che in colture su vasta scala; essa è rustica in tutta l'area medit. e submedit., fino a oltre i confini della viticoltura, ed in molti luoghi si è spontaneizzata, così che ora è quasi impossibile riconoscere il suo areale originario.","7a71fd4050a73a756c5e92435a03794b","486837","Lavanda vera; Spigo, Fior di Spigo","Cespuglio","3-12(-18) dm","Macchia bassa e gariga.","","","Luglio","Settembre","Miller","","","","7235004",""
"457","Lavandula dentata","Specie","Simile a 3255, ma fg. dentate a pennatosette, con denti o lobuli arrotondati; spighe 2.5-5 cm, lungam. peduncolate; corolla circa 8 mm.","463606e936d6c5ebc76de5ddc4aecfc6","3013094","L. dentata; Spigo-Nardo","","","Coltiv. per profumeria e raram. inselvatichita (Garg., Sic).","","","Aprile","Luglio","Linneo","","","","7235003",""
"456","Lavandula stoechas","Specie","Pianta grigio-pubescente e con forte odore aromatico (!). F. eretti, rigidi, ramosi, con corteccia bruno-rossastra, quelli dell'annata, tomentosi. Fg. intere, lineari-lanceolate (2-3 X 10-20 mm, le sup. fino a 7 X 35 mm), con nervi reticolati di sotto; ciuffi ascellari di fg. minori spesso presenti. Spighe terminali ovoidi (15 X 25 mm), sormontate da 2-3 brattee petaloidi violette (15 X 20 mm); calice 4-5 mm: corolla violaceo-scura (5-6 mm).</p>
<strong>Nota</strong> - Tipico componente della vegetazione mediterranea, la Steca è ampiam. diffusi nella ganga a Cisti su graniti ed altri substrati acidi, più raramente anche su calcare lisciviato in superficie. È particolarmente frequente nelle stazioni ripetutamente percorse dal fuoco, però strettamente limitata al versante occidentale della Penisola: manca completamente sul versante adriatico. In Toscana è frequente nella fascia costiera, mentre diviene progressivamente più rara verso l'interno: raggiunge la Val di Nievole. Pistoia, il Monte Albano ed i dintorni di Firenze sulle colline a Sud della città e più a Sud si ritrova nella zona di Siena; non raggiunge tuttavia la valle del Tevere. Verso Nord si arresta alla base delle Alpi Apuane poco oltre Massa e nella bassa Valle del Serchio a Nord di Lucca.","ecac541037acef632df76d9fe5bbec53","483849","L. selvatica; Steca, Stecaole, Stigadosso","Cespuglio","3-12 dm","Macchie basse e garighi a Cisti (acidof.)","0","600","Marzo","Giugno","Linneo","","","","7235001",""
"421","Lycopus europaeus subsp. menthaefolius","Specie","","","","","","","","","","","","","","","","",""
"420","Lycopus europaeus subsp. mollis","Specie","","","","","","","","","","","","","","","","",""
"419","Lycopus europaeus subsp. europaeus","Specie","","","","","","","","","","","","","","","","",""
"418","Lycopus exaltatus","Specie","Simile a <em>Lycopus europeus</em>, ma maggiore; fg. 4-6 X 6-12 cm, tutte pennatosette; bratteole 6-9 mm; calice con denti molli > tubo.","b75f7ed721d924e4da0aa9a704446354","5373130","Erba sega maggiore","Pianta perenne erbacea","8-15 dm","Prati umidi, argini, rive.","0","800","Luglio","Settembre","","","","H scap","7326002",""
"417","Lycopus europaeus","Specie","Rz. strisciante (4-8 dm) e radicante, stolonifero; f. eretto, ispido. Fg. inf. (2-4 X 5-10 cm) generalm. con lamina profondam. lobata o partita alla base, dentata o crenata nel resto; fg. sup. semplicem. dentellate (2x5 cm). Verticillastri multiflori glomeruliformi all'asc. di fg. ± normali; bratteole 3-5 mm; calice 1.5-3 mm con denti spinu-losi più lunghi del tubo; corolla rosea o bianca con chiazze purpuree, 2.5-3 mm.","e7bdd105fce8ffae1ceaaa21f991658e","579749","Erba sega comune","Pianta perenne erbacea","2-9 dm","Prati umidi, bordi dei fossi, canneti.","0","1100","Giugno","Settembre","Linneo","","","H scap","7326001",""
"416","Thymus serpyllum s.s.","Specie","F. lungam. repenti, olotrichi, con peli deflessi di 0.3-0.4 mm. Fg. sessili, piccole, ma generalm. assai maggiori dell'inter-nodio soprastante, così che tutto il ramo fior, appare densam. fasciato di coppie di fg. ravvicinate; lamine strettam. lanceolate (1:4), glabre, con nervi forti, progressivam. allungate verso l'alto.<br />Su silice. Ripetutam. segnalata, ma probabilm. da noi mancante. - N - e Centro-Europ.<br /><strong>Osserv.</strong> - Il binomio Th. serpyllum L. in senso stretto si applica ad una specie diffusa nell'Europa Centr. e Scandinavia e verosimilm. estranea alla flora italiana: le indicazioni relative al nostro territorio vanno dunque riferite alle sp. 3231-3243 nel loro complesso. Le stazioni più vicine di 3243/b. sono in Slovenia; nel Triest. su terreni subacidi (Terra rossa) talora si presentano forme abbastanza simili.","","","Timo settentrionale","Pianta perenne erbacea","2-6 cm","","","","","","Linneo","","","","7319065",""
"415","Thymus pulegioides","Specie","F. pseudorepenti, pelosi solo sugli angoli (goniotrichi), con peli deflessi di 0.2-0.3 mm. Fg. picciuolate, ovate o lanceolate (1:2 -1:3), subeguali fra loro o rimpicciolite verso l'alto, glabre, con nervi deboli; fascetti basali assenti.</p>
<strong>Variab.</strong> - Il tipo ha f. generalm. suberetti o brevem. prostrati, fg. a nervi deboli e calice con tubo sempre peloso (qui vanno riferiti anche <em>Th. ovatus</em> Miller e <em>Th. subeitratus</em> Schreber). Con calice spesso a tubo glabro e fg. a nervi rilevati sono ancora: subsp. montanus (W. et K.) Ronn. (brevem. strisciante o suberetto) e subsp. effusus (Host) Ronn. (lungam. strisciante).","b82e393b2dc340b63401ce2515c07bbc","484541","Timo goniotrico","Pianta perenne erbacea","20-30 cm","Prati aridi (pref. silice).","0","2200","Aprile","Agosto","Linneo","","","","7319061",""
"414","Thymus alpigenus","Specie","F. pseudorepenti e repenti, anfitrichi, con peli deflessi di 0.3 mm circa. Fg. picchiolate, ovate o subrotonde (1:1.5 -1:2), progressivam. ingrandite verso l'alto, cigliate di sopra, con nervi forti; fascetti basali assenti.","1bfda5a81181497c10b954979b365cd2","40503467","Timo alpino","Pianta perenne erbacea","6-10 cm","Pascoli subalpini ed alpini (soprattutto calc).","1500","2600","Luglio","Settembre","(Kerner) Ronn.","","","","7319071",""
"413","Thymus froelichianus","Specie","F. generalm., suberetti o brevem. pseudorepenti, anfitrichi, irsuti per peli patenti di 0.5-0.6 mm. Fg. picciuolate, ovate, ellittiche o lanceolate (1:2 - 1:3), circa subeguali fra loro, villose sulle due facce, con nervi deboli; fascetti basali assenti.</p>
<strong>Variab.</strong> - <em>Th. pseudochamaedrys</em> H. Braun è simile, ma con fg. appena cigliate, subsessili, verso l'alto non ingrandite, circa 4 volte più lunghe che larghe. <em>Th. chamaedrys</em> Fries ( = <em>Th. serpyllum</em> var. chamaedrys Auct. FI. Ital.) rappresenta un insieme di forme non identificabili con precisione, ma per lo più riferibili a 3238,3239,3240 e 3242.","2fccee280a2b3b332b2f15b3f7df68db","40502797","Timo di Froelich","Pianta perenne erbacea","20-30 cm","Prati aridi. ","0","1500","Aprile","Agosto","Opiz","","","","7319073",""
"412","Thymus longicaulis","Specie","F. lungam. repenti, anfitrichi, con peli deflessi di 0.3 mm circa. Fg. subsessili, strettam. ellittiche a lineari-spatolate (1:4-1:5), progressivam. ingrandite verso l'alto, glabre di sopra, con nervi deboli; fg. inf. riunite in fascetti alla base dei rami fior. (4-6 paia di fg. inserite su 6-8 mm di f.).</p>
<strong>Variab.</strong> - <em>Th. vallicola</em> H. Braun è simile, ma ha f. alti 1-2 dm, con fg. 2-3 volte più lunghe che larghe, fra loro di lungh. circa eguale. Più importante appare <em>Th. illyricus</em> Ronn., che si distingue per i f. con peli patenti lunghi 0.5-0.6 mm e fg. villose sulle due facce: esso è noto per il Bellun. al P. S. Boldo, V. Aosta, V. Susa, A. Maritt., Tose. (L. Scaffa-juolo e Tambura) e Salernit. pr. Acerno. Th. X carstiensis (Velcri.) Ronn. è il supp. ibrido fissato 3237 X 3243. comune in Istria, Triest. e sulle dune litoranee fino alla Laguna Veneta.","27fb1ee6cdbc13d7279cb344a0fdafc9","5372208","Timo con fascetti","Pianta perenne erbacea","3-6 cm","Prati aridi e sassosi.","0","1600","Aprile","Agosto","Presl","","","","7319055",""
"411","Thymus kerneri","Specie","F. repenti, anfitrichi, con peli deflessi di 0.3 mm circa. Fg. subsessili, ovate a subrotonde (1:1.5 - 1:2), progressivam. ingrandite verso l'alto, glabre e lucide di sopra, con nervi robusti e sporgenti; fascetti basali presenti.</p>
<strong>Variab.</strong> - <em>Th. albanus</em> H. Braun ha fg. 2-3 volte più lunghe che larghe, obeuneate, generalm. picciuolate, ma per il resto non pare distinguersi notevolm. Probabilm. a 3236 vanno riferite le forme citate come <em>Th. serpyllum</em> var. picentinus Lacaita, <em>Th. balcanus</em> Borbàs, <em>Th. thracicus</em> Velen. var. gaviolii Ronn.","84bda475e24701e2c8c7209022ed014a","40504273","Timo balcanico","Pianta perenne erbacea","4-8 cm","Prati aridi e pendii rupestri.","1000","2200","","","Borbàs","","","","7319069",""
"409","Thymus alpestris","Specie","F. pseudorepente o raram. repente, con peli deflessi di 0.3 mm circa, anfitrichi o talora ± goniotrichi. Fg. picciuolate, ovate o lanceolate (1:1.8 - 1:2.5), progressivam. ingrandite verso l'alto, glabre, con nervi deboli; fascetti basali assenti.</p>
R. - Inteso in senso stretto, <em>Th. alpestris</em> Tausch è limitato al versante N delle Alpi e Carpazi: da noi solo intermediari con 3241 e 3243.","5a4e7a7858807ecb83c6336789dfb871","5371716","Timo alpestre","Pianta perenne erbacea","8-15 cm","Prati aridi.","0","1500","Maggio","Agosto","Tausch","","","","Timo alpino",""
"408","Thymus glabrescens","Specie","F. repenti, olotrichi, generalm. irti di peli patenti lunghi 0.8-1.0 mm. Fg. sessili, lanceolate o ellittiche (1:3- 1:3.5), ± eguali fra loro, in generale glabre sulla pag. sup.; nervi deboli; fascetti basali assenti.</p>
<strong>Variab.</strong> - I rami fior, in alto sono ± arrotondati; un tipo con fg. sparsam. cigliate, progressivam. ingrandite verso l'alto e con nervature prominenti è noto come <em>Th. rudis</em> Kerner (Trent., Garda, Piem. dalla V. Aosta al Cuneese, Tose, al M. Giovi ed Abr.). Con f. acutam. angolosi fino in alto e fg. 4-5 volte più lunghe che larghe è <em>Th. malyi</em> Ronn. (C. Berici, Prealpi Lomb., V. Aosta, V. Susa, App. Pavese e Romagnolo).","01c88c781562532bdf8db48863ec75dd","5372027","Timo glabrescente","Pianta perenne erbacea","10-20 cm","Prati aridi","0","1200","","","Willd.","","","","7319043",""
"407","Thymus longidens","Specie","F. lungam. repenti, olotrichi, con peli deflessi di 0.2 mm circa. Fg. subsessili, lanceolate (1:4), progressivam. ingrandite verso l'alto, cigliate di sopra, con nervi forti; fascetti basali assenti. Calice 4-6 mm con denti allungati.","d84a0a8d41aee97fe3dceb604b832fe5","0","Timo dentato","Pianta perenne erbacea","8-15 cm","Prati aridi.","0","1000","Aprile","Luglio","Velen.","","","","7319070",""
"406","Thymus praecox","Specie","F. lungam. repenti, olotrichi, con peli deflessi lunghi 0.3-0.4 mm. Fg. picciuolate, ovate o subrotonde (1:1 - 1:2), progressivam. ingrandite verso l'alto, glabre e lucide di sopra, con nervi forti, le inf. riunite in fascetti basali. Fioritura precoce.","b06596fe803d8569419576d68721bc5c","579810","Timo precoce","Pianta perenne erbacea","3-10 mm","Prati aridi.","100","1800","Aprile","Agosto","Opiz","","","","7319056",""
