id,name,taxa_kind_id_name,description,col_id,eol_id,"Limite altitudinale superiore","Limite altitudinale inferiore","Tipo di vegetazione",Altezza,Portamento,"Ciclo riproduttivo","Forma biologica","Codifica numerica","Nome Italiano",Diffusione,Sinonimi,Autore,Progressivo,"Inizio fioritura","Fine fioritura"
6552,"Juniperus oxycedrus",Specie,"Aspetto generale di {t126}, ma portam. più elevato e spesso arboreo; aghi più lunghi (15-25 mm).<br /><br /><div>Euri-Medit.</div><div>In tutta l'area Medit.: C; nelllt Settr.R.</div>",08eb6b5005bfb7c48eb372d3df900549,1061669,1500,0,"Ambienti aridi.","1-5 m",Albero,,"P caesp",0045003,"Ginepro ossicedro",,,Linneo,129,Febbraio,Aprile
6560,"Juniperus oxycedrus subsp. macrocarpa",Specie,,,,,,,,,,,,,,,,,,
6559,"Juniperus oxycedrus subsp. oxycedrus",Specie,,,,,,,,,,,,,,,,,,
6551,"Juniperus communis",Gruppo,"Entità debolm. differenziate sul piano morfologico, il cui riconoscimento in erbario è spesso problematico.",,,,,,,,,,,,,,,,,
6558,"Juniperus hemisphaerica",Specie,"<div>Simile a {t126}, ma generalm. arbusto appressato al suolo e ± emisferico; fg. adulte di 1-1.5 X 15-17 mm, le apicali ± appressate e spesso incurvate, le basali ± patenti; faccia sup. poco incavata; fg. molto addensate all'apice dei rami, quindi più spaziate; bacca diam. 6-7 (10) mm.<br /><br /><div>Medit.-Mont.</div><div>Monti della Sic.: C; anche in Cal. e nel Salernit.</div></div>",8bc011399580bbf26678887ba04fcc23,8795990,2300,1500,"Creste ventose, ambienti di vetta.","3-5 dm",Cespuglio,,NP,0045011,"Ginepro emisferico",,,Presl,128,Aprile,Maggio
6557,"Juniperus nana",Specie,"Simile a {t126}, ma arbusto appressato al suolo, spesso emisferico; fg. adulte 1-1.5x9-10 mm, spesso (soprattutto le apicali) appressate ai rami ed incurvate; faccia sup. profondam. concava; internodi di 1-3 mm (fg. molto addensate).<br /><br /><div>Artico- Alp. (Eurasiat.).</div><div>Alpi, generalm. sopra i limiti del bosco, App. Sett. e Centr., Sard., Cors.: C.</div>",02231e9c7b73eb67d3448e54b330fc80,1274851,2500,1500,"Brughiere subalpine ed alpine.","1-3 dm",Cespuglio,,NP,0045012,"Ginepro nano",,"( = J. communis var. montana Aiton)",Willd.,127,Maggio,Luglio
6556,"Juniperus communis",Specie,"Corteccia grigio-rossastra, nei rami di 10 anni desquamante in linee longitudinali, ondulate ai bordi, nei rami più giovani bruno-rossastra. Fg. aghiformi, pungenti, le adulte di 1-1.5x15-17 mm, patenti superiorm. con una stria glauca; faccia sup. quasi piana; internodi 3-10 mm (verso l'apice dei rami anche meno). Bacca alla fine blu-violetta, ovoide, (2) 4-5 mm.<br /><br /><div>Circumbor.</div><div>Alpi e Pen. : C; dubbio nelle Is.</div>",cc57b595ba9edddecdb4d9d15cee6a31,46326458,1500,0,"Pascoli e boschi aridi.","1-3 (12) m.",Cespuglio,,"P caesp",0045002,"Ginepro comune",,,Linneo,126,Febbraio,Aprile
6544,"Chamaecyparis lawsoniana",Specie,"Albero sempreverde, da noi in generale di piccole dimensioni, con portam. piramidale e rami spesso penduli. Fg. opposte decussate 3-4 mm, le lat. maggiori. Coni 5-8 mm.<br /><br />Origin. delle coste occid. degli U.S.A. e coltiv. per rimboschim. nel Meridione.<br /><br />Nordamer.",8d8e4dc388b2cab17b688ff1abe2e722,1034844,1200,0,,"10-50 m.",Albero,,"P scap",0044001,"Cipresso di Lawson",,,"(Murray) Pari.",123/IV,,
6543,Thuja,Genere,,fea0b4322f3a446c0cf006f5ebb0d2c8,14007,,,,,,,,,Tuia,,,Linneo,,,
6550,"Thuja orientalis",Specie,"Simile a {t124}, ma rami ± eretti; ramuli dello stesso colore sulle due facce, non o debolm. profumati; cono grande il doppio con squame ad apice ricurvo ad uncino.<br /><br />Origin. della Cina Sett. e Giappone, coltiv. per ornam. e nel Merid. a scopo forestale.<br /><br />E-Asiat.",,46324313,800,0,,"1-10 m",Albero,,"P caesp",0042002,"Tuia orientale",,,Linneo,124/II,Marzo,Maggio
6549,"Thuja occidentalis",Specie,"Arbusto o' alberello sempreverde con rami orizzontali sviluppantisi a ventaglio; fg. di due tipi, quelle sulla faccia dei ramuli con una ghiandola resinifera; ramuli lucidi e verde-scuri di sopra, verde-pallidi di sotto, con profumo resinoso se schiacciati. Coni ovoidi 5 X 9-12 mm con squame ellittiche ad apice appressato.<br /><br />Origin. del New England e Quebec, coltiv. nei giardini<br /><br />Nordamer.",,46324312,800,0,,"5-15 dm",Cespuglio,,"P caesp",0042001,"Tuia occidentale",,,Linneo,124,Marzo,Maggio
6542,Cupressus,Genere,,573327ad6ab5067e0ea014bff9f49d8c,34195,,,,,,,,,Cipresso,,,Linneo,,,
6548,"Cupressus arizonica",Specie,"Albero sempreverde con chioma conica, folta e rami ± orizzontali; fg. di odore sgradevole; coni ♀ subsferici 1-3 cm, con 6-8 squame di colore bruno-scuro con cerosità bluastra.<br /><br />Nordamer.",18d4c96c0a951a16f289fa1c0af5b197,1061702,800,100,"Coltiv. nei giardini e per rimboschim. sull'App.","5-30 m.",Albero,,"P scap",0043004,"Cipresso d'Arizona",,,Green,123/III,,
6547,"Cupressus macrocarpa",Specie,"Albero sempreverde dapprima piramidale, quindi ombrelliforme con fg. squamiformi lunghe fino a 2 mm; coni ♀ spesso allungati; per il resto simile a {t123}.<br /><br />Nordamer.<br /><br />Città della California merid., locus classicus della specie (ma più nota per esservi ambientato il famoso «Pian della Tornila» di J. Steinbeck).",0377e0ba4a0970c0e90207412b26094b,1034856,800,100," Coltiv. per rimboschimento sull'App. e nei parchi per ornamento.","5-25 m.",Albero,,"P scap",0043002,"Cipresso di Monterey",,,Hartweg,123/II,,
6546,"Cupressus sempervirens",Specie,"Albero sempreverde con portam. colonnare e fogliame scuro. Fg. squamiformi 1 mm o meno, fittam. embriciate. Coni ♂ 4-8 mm, i ♀ (2-4 cm) formati da squame legnose peltate, irregolarm. poliedriche.<br /><br />E-Medit. (Euri-).<br />Origin. dell'Egeo, soprattutto in Lig., Pen., Sic, Sard., Cors. ed Is. minori: C.<br /><br /><strong>Nota</strong> - Il Cipresso, originario dell'Oriente, è stato introdotto in Italia in epoca certo antichissima, forse già dagli Etruschi (che pare siano anch'essi originari di quella zona), e si è in seguito straordinariamente diffuso così da venire a costituire uno stabile componente della nostra vegetazione. Soprattutto in Toscana ed in Umbria il Cipresso è molto frequente e concorre in maniera essenziale a determinare l'aspetto del paesaggio colturale, che realizza una mirabile armonia tra l'insediamento umano, la vegetazione naturale e le specie introdotte qual'è appunto il Cipresso. Oggi questi Cipressi tuttavia sono gravemente minacciati da una malattia crittogamica causata da <em>Coryneum cardinale</em> Wag. (Deuteromycetes), segnalata per la prima volta a Firenze (1952) ed oggi diffusa in tutt'Italia con particolare densità nelle regioni Tirreniche; la lotta contro questa malattia è stata iniziata, ma si presenta assai difficile.",9957bb71b547524b20572bb59a31bc28,1034869,800,0,"Colt, per ornam. e rimbosch.","5-20 m.",Albero,,"P scap",0043001,"Cipresso comune",,,Linneo,123,Febbraio,Maggio
6541,"Tetraclinis articulata",Specie,"Arbusto o alberello sempreverde con rami appiattiti, articolati, glauchi; fg. riunite a 4, strettam. aderenti al f. e divergenti soltanto con l'apice. Coni subrotondi 10-12 mm con 4 squame legnose (2 di esse sterili), violaceo-pruinose all'esterno, acute.<br /><br />SW-Medit. (Steno-).<br /><br />Malta: RR.",a715162799263f38bd71db4e38da730a,1034862,300,0,"Ganghe litoranee.","1 -15 m",Cespuglio,,"P caesp",0038001,"Ginepro articolato",,"( = Callitris art. Link)","(Vahl) Masters",125,Ottobre,Dicembre
13,Pinacee,Famiglia,"Fi. non avvolti da bratee; inflor. ♂ con numerosi stami squamiformi spiralati; inflor. ♀ con numerose squame spiralate, ciascuna portante alla base due ovuli; semi alati. Alberi con fg. aghiformi; anemogamia",,,,,,,,,,,,,,,,,
6508,"Picea excelsa",Specie,"Bibl.: Lacassagne M., Trav. Labor. Foresi Toulouse 3,1: 1-292 (1934); Lindquist B., Ada Horti Berg. 14: 249-342 (1948).<br /><br />Corteccia grigio-bruna, desquamante a piastre spesse 5 mm, così da lasciare raram. scoperto lo strato inf. bruno-ferrugineo. Rami diam. 1 cm a corteccia bruno-rossastra con scaglie longitud. di 1X 3 mm; rami dell'annata subglabri, verde-chiari poi rossigni. Aghi subpungenti di 1x8-12 (-25) mm. Pigne subcilindriche di 3-4 X 8-15 cm.<br /><br />Eurosib.<br />Alpi: CC; App. Sett. e Tosc: R.<br /><br /><strong>Nota</strong> - L'area della foresta naturale di {t109} (Piceetum subalpinum, taiga) si estende sulle Alpi soprattutto nei distretti ad elevata continentalità (vallate aride, catene interne) fra<br />1000 e 1900 m circa; nella Pen. {t109} è assai più rara, sull'App. Pistoiese (Sestaione) e sull'Armata ed ha carattere di relitto glaciale. Specie di grande importanza selvicolturale, è stata diffusa larghissimam. in tutto il sistema alpino, anche nelle aree naturalm. favorevoli al Faggio e fino ai limiti della pianura; sull'App. {t109} è coltiv. solo sporadicam., dalla Tosc, alla Cal. Il Piceetum sub-alpinum si forma su suolo podzolico acido, quindi generalm. su roccia cristallina, raram. su calcare.<br /><br /><em>Picea abies</em> (L.) Karsten sembra meglio corrispondere alle regole di nomenclatura; esso tuttavia si presta a confusione con {t107} (per il quale esiste pure il binomio <em>Abies picea</em> Bluff et Fingerli.). Essendo ancora la questione controversa, preferiamo mantenere il binomio <em>Picea excelsa</em>, più noto e privo di ambiguità.<br /><br />Spesso colt. ancora <em>P. orientalis</em> (L.) Link dell'Anatolia con rami giovani densam. pubescenti e <em>P. pungens</em> Engelm. (Nordamerica) con aghi lunghi 2-3 cm, pungenti.",d5884643b83cda8eae0eaa2908460bbc,46326454,2200,0,"Il principale componente della foresta subalpina ad aghifoglie.","8-35 (-65) m",Albero,,"P scap",0026001,"Abete osso; Pezzo; Peccio",,"( = P. abies [L.] Karsten; P. vulgaris Link)","(Lam.) Link",109,Aprile,Maggio
18,Cedrus,Genere,"Alberi sempreverdi, spesso di dimensioni maestose (da noi fino a 25-30 m), con fg. riunite a 10-20 o più su brachiblasti brevi; pigne elissoidi o cilindriche (5-12 cm); fogliame generalm. glauco o verde-grigio. I più noti da noi sono il Cedro dell'Atlante ed il Cedro del Libano, frequentem. coltivati nei parchi, soprattutto nell'Italia Settentrionale.",b2ab2e8a73392c0fcf6dae87cad1e752,34221,,,,,,,,,Cedro,,,Trew,,,
6511,"Cedrus libani",Specie,"Orig. del Libano",22322de16f610a1af8c1d5cb5fcd60e5,1061705,,,,,,,,,,,,"A. Richard",,,
6510,"Cedrus atlantica",Specie,"Orig. dell'Atlante marocchino",3db32f4830388ed8a7d0b2eeb6a43616,1033602,,,,,,,,,,,,"(Endl.) Carrière",,,
6509,"Cedrus deodara",Specie,"Orig. d. Himalaya",e4864e024dca4e1ec93d2f2ac8588ee7,1033603,,,,,,,,,,,,"(D. Don) G. Don fil.",,,
17,"Larix decidua",Specie,"Corteccia grigio-bruna, desquamante a piastre, con solchi di 1.5 cm al max. Rami diam. 3 mm penduli, con striature longitudine brachiblasti brevem. cilindrici (3x5 mm) con 30-40 fg. capillari, molli, di 1x8-18 mm. Pigne ovali 2 X 3 cm.<br /><br />Orof. cen-troeurop.<br />Alpi: C; fino al limite degli alberi, soprattutto in clima continentale, su ogni substrato. Pad. e App.freq. colt.<br /><br /><strong>Nota</strong> - È frequentemente coltivato per rimboschimento, soprattutto nel Meridione, <em>L. kaempferi</em> (Lamb.) Carrière ( = <em>L. leptolepis</em> (Siebold et Zucc.) Endl.), originario del Giappone, che si distingue per i giovani getti glauchi e gli aghi portanti di sotto due linee stomatifere bianche.",0b07b8f1ad270860cefcce866e3cf257,1061656,2400,0,"Boschi montani e subalpini.","8-25 (-55) m",Albero,,"P scap",0024002,"Larice comune",,"(= L. europaea DC.)",Miller,110,Aprile,Maggio
16,Pinus,Genere,"Il riconoscimento delle sp. italiane è difficile, perché i caratteri distintivi sono poco evidenti, la variabilità, anche nell'ambito di singole popolazioni, è elevata e le piante giovani spesso appaiono del tutto differenti da quelle completamente sviluppate. Bisogna inoltre tener presente che i nostri Pini crescono in generale come piante coltivate (benché appartengano a specie indigene) ed anche la loro morfologia può risentire delle condizioni di coltura; in queste condizioni è probabile si abbiano anche ibridi, benché a questo proposito si sappia assai poco. Per la determinazione si seguano le regole seguenti: (1) la lunghezza degli aghi va misurata esattamente su almeno 10 aghi dello stesso ramo (per avere un valore medio) e comprende la sola parte libera di essi, esclusa la base (avvolta dalla guaina); (2) la larghezza degli aghi va misurata sul lato appiattito di esemplari freschi: se il materiale è secco bisogna farlo rinvenire in acqua con glicerina ed alcool oppure schiacciarlo delicatamente in modo da spianare la faccia; (3) la misura delle guaine va presa su aghi giovani inseriti all'apice dei rami o attorno alle infiorescenze; (4) nelle misure di lunghezza degli aghi da noi fornite la prima cifra è il valore medio, le cifre successive (fra parentesi) danno i valori minimo e massimo.<br /><br />Eseguire una sezione trasversale di un ago a circa metà lunghezza ed osservarla a 80-400 ingrandimenti. Le misure delle cellule fornite qui sotto si riferiscono alle lunghezze in direzione radiale e rispettivamente in direzione tangenziale.<br /><br />Bibl.: Heut M., Bull. Soc. Centr. Foresi. Belg. pagg. 44 (1933); Jahrig M., Willdenowia 3: 329-366 (1962).",5802b2ad2dad3a3bb507f5838a16833e,12154286,,,,,,,,,Pino,,,Linneo,,,
6526,"Pinus wallichiana",Specie,"Originario dell'Himalaya e frequentem. coltiv. per rimboschimento (Campania, Lucania).<br /><br />Centroasiat.",8c34bc30a02ad41d861e870bb4f12aeb,1061734,1200,0,,"5-30 m.",Albero,,"P scap",0022018,,,"(= P. excelsa Wallich non Lam.)",Jackson,122/II,,
6525,"Pinus strobus",Specie,"Portam. piramidato. Aghi lunghi 5-12 cm, sottili e flessuosi. Pigna lunga 1-2 dm, spesso con asse curvo.<br /><br />Nordamer.",e667fd18f2135dae23995da4f08a6a9b,1061748,,,"Orig. dell'America Sett. e frequentem. coltiv.","8-30 m.",Albero,,"P scap",0022020,"Pino strobo",,,Linneo,122/III,,
6524,"Pinus cembra",Specie,"Chioma piramidale con rami arcuati verso l'alto; corteccia vecchia desquamante a lamine con solchi rossastri, nel resto grigio-violetta. Aghi di 0.9x60 (50-70) mm, con guaina ridotta a un breve cuscinetto (1 mm). Pigne ovoidi 5-8 cm.<br /><br />Eurosib.<br />Alpi, nei distretti continentali dal Cadore alla Valtellina: C; più frammentato sulle Alpi Occid. fino alle Maritt.<br /><br />Sulle Alpi il <em>P. cembro</em> è probabilm. da considerare relitto glaciale; da noi la forma corrispondente al tipo (= var. cembra), in Russia e Siberia l'affine var. subarctica Rikli, nella Siberia Orient. una forma prostrata (subsp. pumila [Regel] Palla). In Engadina e Livigno una forma con pigne immature giallo-verdastre: fo. helvetica (Clairville) Asch.",df9fcd9ffbac49ffa564258dea9aa8a4,1033596,2300,1400,"Pinete subalpine.","10-25 m",Albero,,"P scap",0022010,"Pino cembro; Cirmolo",,,Linneo,122,Giugno,Agosto
6523,"Pinus canariensis",Specie,"Originario delle Canarie e largam. coltiv. per rimboschimento nel Meridione.<br /><br />Macarones.",94bcc8a5e361a1865b86d7f0a1eaef66,323436,800,0,,"5-30 m.",Albero,,"P scap",0022014,,,,Sweet,120/II,,
6522,"Pinus radiata",Specie,"Originario della California e largam. introdotto per rimboschimento nel Meridione.<br /><br />Nordamer.",cf329a2462d3db99fc9ff843a4f190c0,1061749,1200,0,,"5-40 m",Albero,,"P scap",0022003,,,,Don,111/II,,
6521,"Pinus nigra",Gruppo,"Un ciclo di specie con scarsa differenziazione morfologica, ma forte frammentazione geografica, sulle montagne dell'Europa meridionale, ancora imperfettam. conosciuto. Oltre alle nostre specie ancora <em>P. salzmannii</em> Dunal nella Spagna e Francia merid., <em>P. pallasiana</em> Lamb. nei Balcani e Crimea ed altre entità di dubbia autonomia. Tutte le specie vivono in stazioni aride con ascesa di correnti d'aria umida.<br /><br />Bibl: Ròhrig E., Silvae Genet. 6: 39-53 (1957).",,,,,,,,,,,,,,,,,
6528,"Pinus nigra",Specie,"Corteccia grigio-violetta, desquamante in strati tangenziali; rami orizz. Aghi di 1.6 X 90 (65-110) mm, rigidi, densi e subspinosi. Pigne ovoidi (4x6 cm) con squame debolm. mucronate; amenti in mazzetti terminali, giallo-rossastri (3x16 mm).<br /><br />Illirico.<br />Alpi Venete, dal confine orientale al Bellunese: C; Abr. a Villetta Barrea e Camp, al Cervialto; coltivato anche altrove nelle Alpi ed App.<br /><br /><strong>Nota</strong> - Nell'App. abruzzese, sui pendii della Camosciara verso Villetta Barrea è nota una popolazione di {t112} che dà tutta l'impressione di essere spontanea; sopra lo stesso paese vi è invece un'estesa pineta probabilmente coltivata. Morfologicamente queste piante sembrano indistinguibili da quelle delle Alpi Or.: sembra dunque che {t112} sia da ammettere come spontaneo anche per l'It. Centr. Non mancano però opinioni contrarie, che spiegano il popolamento di Villetta Barrea come il risultato di un'antico rimboschimento.<br />Un dettagliato studio istologico (Gellini R., Annali Acad. Ital. Sc. Forestali 17: 101-122, 1968) ha portato alla conclusione che il Pino di Villetta Barrea presenta caratteri intermedi tra quelli di {t112} e {t113}: potrebbe dunque essere ibridogeno, sia che si tratti di un'antica popolazione disgiunta, sia che l'origine sia più recente, per rimboschimento. Questa pianta è stata anche descritta come var. italica Hochstetter. Mentre questa Flora era in stampa {t112} è stato scoperto anche nell'App. Campano pr. Senerchia sul M. Cervialto (La Valva V., Moraldo B. e Caputo G., Delpinoa 18, 1976): si tratta di popolazione sicuram. spontanea con caratteri istologici corrispondenti a quelli del Pino di Villetta Barrea, quindi intermedia tra {t112} e {t113}.",44e90a3da3c955d9175d77575873f65d,1061736,1200,0,"Rupi calc.","10-20 m",Albero,,"P scap",0022006,"Pino nero; Pino austriaco",,"( = P. austriaca Host; P. nigricans Host)",Arnold,112,Maggio,Luglio
6527,"Pinus laricio",Specie,"Simile a {t112}, ma rami brevem. patenti e subito arcuato-ascendenti; aghi di 1.8 X 110 (85-130) mm, rigidi.<br /><br />Endem.<br />Monti della Cai, Etna, Cors. : C.<br /><br /><strong>Variab.</strong> - Le popolazioni della Calabria (ed Etna ?) si distinguerebbero da quelle della Corsica, formando una var. speciale caratterizzata da 2-3 serie di cellule ipodermiche (anziché 1-2 serie) e da qualche differenza nelle squame delle pigne: essa è stata descritta come <em>P. calabrica</em> Delam.",170288311ab1cc2231b078e8b9951f68,,1800,800,"Boschi montani, generalm. su rocce silicee e lave.","10-20 m",Albero,,"P scap",0022021,"Pino Silano, Pino di Calabria","Specie endemica",,Poiret,113,Maggio,Luglio
6520,"Pinus pinaster",Specie,"Piante giovani con portam. piramidale, quelle completam. sviluppate ombrelliformi; corteccia rossastra nelle screpolature; chioma verde-grigia. Aghi di 18-21 cm, larghi 2 mm, rigidi e spinosi. Piena oblunga di 5-8 X 8-20 cm.<br /><br />W-Medit. (Steno).<br />Vers. tirrenico dal Nizz. alla Maremma e Valdarno, Cors., Sard. SetL, Pantelleria: C; coltiv. in tutta la Pen. (soprattutto sul vers. occid. e sul Ut. adriatico a Cervia.<br /><br />Bibl.: Agostini R., Arch. Bot. Biogeogr. It. 44: 184-202 (1968).<br /><br /><strong>Nota</strong> - Verosimilmente l'autentico <em>P. pinaster</em> L. è solo sulle coste atlantiche dell'Europa e da noi si ha la specie indicata come <em>P. mesogeensis</em> Fieschi et Gaussen sensu stricto, con aghi allungati presentanti più di due fasci resiniferi.",1e8c7871407ef770e952e459e2541190,1061780,800,0,"Pinete e macchie (acidof.).","5-30 m.",Albero,,"P scap",0022002,"Pino marittimo",,"(= P. maritima Miller; P. mesogeensis Fieschi et Gaussen)",Aiton,111,Febbraio,Maggio
6519,"Pinus pinea",Specie,"Portam. ad ombrello; chioma di un verde intenso. Aghi di 1.1 x 100 (70-120) mm; guaine lunghe 6 mm, nella metà inf., sugherose e rossastre, nel resto ialine. Pigne scure, 7-12 X 8-14 cm.<br /><br />Euri-Medit.<br />Lungo le coste della Pen., Sic, Sard, Cors. ed Is. minori, verso N fino a Ravenna e Chioggia: C; meno diffuso all'interno; quasi ovunque coltivato (pianta di dubbio indigenato).",8890606ea41449954a42daea76207de2,999491,800,0,"Dune, macchie, pendii aridi.","8-25 m",Albero,,"P scap",0022015,"Pino domestico; Pino da pignoli",,,Linneo,121,Aprile,Maggio
6518,"Pinus dalmatica",Specie,"Simile a {t112}, ma aghi pungenti, diritti e patenti, di 1.1 x45 (35-65) mm.<br /><br />Talora coltiv. nell'It. Merid.<br /><br />Illirico.",586f5d879bb377859b98a89ead8711e7,,1000,600,,"10-20 m.",Albero,,"P scap",0022022,"Pino di Dalmazia",,,Vis.,113/b,Maggio,Luglio
