id,name,taxa_kind_id_name,description,col_id,eol_id,Nome Italiano,Portamento,Altezza,Tipo di vegetazione,Limite altitudinale inferiore,Limite altitudinale superiore,Inizio fioritura,Fine fioritura,Autore,Diffusione,Ciclo riproduttivo,Forma biologica,Codifica numerica,Progressivo
"954","Prunus prostrata","Specie","F. prostrati, ramosissimi, spinosi; rami giovani pubescenti. Fg. ellittiche, spesso ± ovate ovv. obovate (2-7 x 5-20 mm), seghettate almeno all'apice. Fi. generalm. isolati e subsessili, precedenti le fg.; tubo calicino (ipanzio) cilindrico; petali rosei 5-7 mm; fr. rosso, ovoide (5-7 mm).<br /><br />Orof. Paleosubtrop.<br />Sard. (Gennargentu, Oliena) e Cors. (P. del Fornello): RR.","42cf7e6830bcc0186d5f484a12ef13bd","11164788","Pruno prostrata","Cespuglio","2-5 dm","Rupi, ganghe.","1300","1900","Maggio","Maggio","Liabill.","","","NP","3396012","1566"
"953","Prunus persica","Specie","Corteccia rosso-bruna; rami giovani glabri; legno con odore sgradevole. Fg. di un verde-brunastro, con lamina glabra, oblanceolata (2-3 X 6-9 cm), quelle dei getti giovani anche lanceolate (8-12 cm), seghettate; picciuolo breve (1 cm). Fi. generalm. isolati, subsessili; petali rosso-violetti (1-2 cm); fr. 4-8 cm (pesca).<br /><br />Asia Or.<br />In tutto il terr.: C.<br /><br /><strong>Usi</strong> - Pianta di origine cinese giunta a noi attraverso il regno di Persia (da cui il nome) all'inizio dell'era volg.; la più antica citazione è in Plinio, però la coltura del pesco in Cina era già nota 4000 anni fa. I tipi con polpa aderente al nocciolo, generalm. più precoci (var. duracina Dierbach) oppure con polpa staccantesi, come quelli con polpa bianca, gialla, purpurea non sono botanicam. distinti; la var. nucipersica (L.) Schneider a fr. glabro (volg.: Pesco-noce) è coltiv. di rado.","d89ac243805261424a78121f0876ea27","631649","Pesco","Albero","3-7 m","Coltiv. su vasta scala ed inselvatichito negli arbusteti e cedui di latif.","0","600","Aprile","Maggio","(L.) Batsch","","","P caesp","3396001","1557"
"952","Prunus cerasus","Specie","Albero, nei selvatici spesso cespuglio con corteccia glabra, alla fine arrossata; propagaz. con stoloni sotterranei. Fg. con picciuolo generalm. senza ghiandole e lamina ovata o lanceolata (3-7 x 6-12 cm), finem. dentellata. Fi. a 2-4 su peduncoli di 2-4 cm; petali candidi, obovati o subrotondi (8-12 mm); fr. rosso, 1 cm, edule (Marena).<br />Pontica (?).<br />In tutto il terr., però da noi probabilm. solo come pianta introdotta (o forse derivato da 1567?).<br />Usi - Cfr. P. avium.","aa086f66c2fbd144ec224386f13d7a2a","242597","Marena, Marasca","Albero","5-10 m","Spesso coltiv. ed inselvatichito","0","800","Aprile","Maggio","Linneo","","","P scap","3396015","1569"
"951","Prunus avium","Specie","Albero con tronco ben definito (raram. cespuglio in individui selvatici); corteccia liscia e ± lucida, nei rami giovani (diam. 5-10 mm) glabri con lenticelle trasv. di 3 X 15 mm; lacerazioni in nastri che si arrotolano; legno con odore di melo; dalle ferite secrezione di resina gommosa. Fg. generalm. pendule, sparsam. pubescenti sui rami, verde-scure di sopra, chiare di sotto; lamina oblanceolata (6-8 X 12-15 cm), raram. ovata (7-12 X 10-15 cm), dentellata; picciuolo 2-4 cm con 2-4 ghiandole rosse verso l'alto. Ombrelle pauciflore; peduncoli 3-5 cm; petali bianchi 10-15 mm; fr. rosso-scuro 1-3 cm (ciliegia).<br /><br />Pontica (?),<br />Probabilm. indigeno nei boschi di latif. su suolo subacido: in tutto il terr. (Sic. solo coltiv.): C.<br /><br /><strong>Usi</strong> - È impossibile precisare oggi l'areale originario del Ciliegio, che pare avesse il suo centro nell'area Pontica (dal Caucaso ai Balcani), ma che sicuram. raggiungeva il Centro-Europa già nel tardo Glaciale. I popoli europei si limitavano alla raccolta nel bosco delle bacche acidule, mentre l'ingentilimento della pianta e la sua messa a coltura pare siano iniziati solo presso i popoli dell'Asia occid.: da qui la coltura (IV sec. av. Cr.) passa in Grecia e solo pocq prima dell'Impero si diffonde in Italia. Ancor più tarda l'introduzione della Marena portata da Lucullo nel 74 a.C. per la prima volta a Roma. Il nome attuale «ciliegia», usato per entrambi i frutti, è di origine iraniana (kirahs, keras) ed è stato trasferito nelle lingue europee occidentali senza grandi modifiche (lat. ceresia, it. ciliegia, spagn. ceresa, frane, cerise, ingl. cherry, ted. Kirsche, slov. cesnje); anche il nome (meno usato) del selvatico ha origine caucasica (Khwishan), da cui l'it. viscida, frane, guigne, ted. Weichsel, russo wischnja. Il nome della Marena o Marasca (ital. ted. e lìngue slave merid.) è evidentem. derivato dal latino «amarus» però sec. H. Marzell (in Hegi, Ill. Fl. Mitteleur. IV, 2: 1074) in uso solo nel Medioevo e forse di antica origine non-indoeuropea. La pianta selvatica (var. avium) è spesso indicata come var. sihestrìs (Kirschleger) Dierbach: le ciliege a polpa molle formano la var. juliana L., quelle a polpa dura la var. duracina L. ( = Duroni).","bba26fe75aa6e47bb8adff436512e009","231737","Ciliegio","Albero","3-20 m","Coltiv. su larga scala e spesso subspont.","0","1500","Aprile","Maggio","Linneo","","","P scap","3396014","1568"
"950","Prunus fruticosa","Specie","F. stoloniferi, non spinescenti; rami giovani glabri. Fg. di due tipi: quelle dei polloni (senza fi.) oblanceolate (3-5 cm) acute, quelle dei rami abbreviati, fioriferi, ellittiche a obovate (2-3 cm) con apice ottuso ovv. arrotondate, tutte lucide di sopra, glabre, dentellate. Fi. a 2-5 su peduncoli di 1-3 cm; petali bianchi (5-7 mm); fr. ovoide (6-9 mm), nero-rossastro.<br /><br />Sudsiber.-Esteurop. (Pontico).<br />Prealpi Ven. a Susegana, nel Primiero, ed a NE di Verona (qui è frequente: probabilm. altrove confuso con 1563 o forme selvatiche di 1564 e da ricercare).","1901a7ab30169577e928c639fc2f6020","301149","Ciliegio cespuglioso","Cespuglio","3-10 dm","Pendii aridi, cedui","0","800","Aprile","Maggio","Pallas","","","NP","3396013","1567"
"949","Prunus mahaleb","Specie","Corteccia compatta, lucida, grigio-violetta con striature trasvers.; rami giovani pubescenti, rami abbreviati scuri, glabri. Fg. riunite a 3-6 su ciascun brachiblasto, con lamina lucida di sopra, ovale-cordata (15-25 X 20-30 mm); margine con dentelli ghiandolari; picciuolo 5-10 mm. Fi. a 3-10 in racemi corimbosi; petali bianchi 5-7 mm; fr. ovoidi (8-10 mm), nerastri, su peduncoli di 1-2 cm.<br /><br />S-Europ.-Pontico.<br />Alpi, Pen., Sic. e Cors.: C a R.<br /><br /><strong>Nota</strong> - La distribuzione ha carattere bicentrico (Alpi Or., Abr.) con baricentro orientale, mentre nelle regioni occidentali 1570 è raro o manca quasi del tutto. Al Nord si presenta dal Carso Triest. alle Prealpi Ven. e Lomb., penetrando nelle valli aride centroalpine, soprattutto la Valdadige fino a Bolzano ed all'Isarco; raggiunge verso occidente il Lago di Como, quindi diviene assai raro in Piem. sulle Alpi e sulPApp. in V. Erro. Conosciuto sull'App. Pav. e Regg. (Albinea), in Tose, solo sul M. Pisano, App. Umbro-Marchig., Lazio sul Terminillo (Lisciano) ed al Cicolano, monti dell'Abr., Garg., Murge; stazioni isolate nel Napol., Basilicata (M. Ruggia), Pollino, Sila, Sic. sulle Madonie e Busambra, dove si presenta nella var. prostrata Lojac. ( = P. cupanìana Guss.), che è pianta montana ( 1400-1900 m), con f. velanti le rocce; fg. di misura minima (15 X 20 mm) e petali di 3 mm.<br />Confus.: con 1538 (cfr.).","d88720ff36743fc6f07d58fa57fef888","628570","Ciliegio canino","Cespuglio","1-5 m","Boscaglia termofila sub-medit. (soprattutto nel Quercetum pubescentis), cedui, siepi.","0","800","Aprile","Maggio","Linneo","","","P caesp","Linneo (Briq.)","1570"
"948","Prunus padus","Specie","Rami dapprima pubescenti, poi glabri; propagaz. con stoloni; legno di odore fetido. Fg. con lamina lanceolata ovv. ovata (3-6 X 5-10 cm), dentellata tutt'attorno, subglabra;, picciuolo 1-1.5 cm generalm. con 2 ghiandole. Fi. in racemi penduli di 8-16 cm; picciuoli 3-10 mm; petali bianchi 5-9 mm; fr. subsferico (6-7 mm), nero-lucido.<br /><br />Eurosib.<br />Alpi Or. dal Friuli al Cadore, V. Fassa, Alpi Piem.: R; Pad. (Friuli, Mantov., Pavese): RR.<br /><br /><strong>Variab.</strong> - Nelle vallate alpine si presenta di regola con dimensioni ridotte, portam. arbustivo e con maggiore pubescenza dei rami giovani e delle fg. sulla pag. inf.; inoltre i racemi hanno asse più robusto, sono spesso orizzontali o ascendenti ed i fi. sono scarsam. profumati. Queste popolazioni corrispondono alla subsp. borealis Cajander dell'Europa Sett.; piante di aspetto simile, con nervature fg. fortem. prominenti sono inquadrate in una subsp. petraea (Tausch) Domin. L'appartenenza delle piante alpine all'una o all'altra subsp. andrebbe verificata.<br /><br /><strong>Nota</strong> - Molto simile è <em>P. serotina</em> Ehrh., che sembra sostituire questa specie nel Nordamerica dove, soprattutto nel New England è estremam. diffuso. Ha l'aspetto di 1571 dal quale si distingue soprattutto per la corteccia di odore aromatico, i fi. in racemi generalm. eretti, i petali minori (2.5-4 mm), il fr. compresso alle due estremità e quindi ellissoidale. Sporadicam. coltiv. come arbusto'ornamentale, è stato osservato subspontaneo' in Lomb. pr. Busto Arsizio e nel Novarese.","e72e3f2bfddda4d4ce5cd2558a28eab5","632532","Pado","Cespuglio","2-15 m","Boschi rivieraschi, forre umide, golene (pref. silice).","0","1900","Maggio","Giugno","Linneo","","","P caesp","3396017","1571"
"947","Prunus laurocerasus","Specie","Alberello o arbusto glabro. Fg. sempreverdi, di sopra scure e lucide, emananti odore di mandorle amare se sminuzzate; lamina oblanceolata a obovata (3-4 X 8-15 cm), dentellata. Racemi eretti lunghi 8-12 cm; fi. sub-sessili; petali bianchi 3 mm; fr. nero, piriforme (8-12 mm).<br /><br />W-Asiat. (S. Pontico).<br /><br />In tutto il terr., ma solo nelle zone a clima mediterraneo; inselv. nelle pinete Lit. Tose, Castelli Romani ed in Camp.: R. Nel 1546 fu portato da Trebisonda a Costantinopoli e da qui nel 1558 (1576, sec. Fiori) a Genova e Pisa, di dove poi la coltura fu introdotta in gran parte dell'Eur. Merid.","fd93f4e0c474a6904d2d1c4aa592240e","628559","Lauroceraso","Cespuglio","2-8 m","Coltiv. per ornam.","0","300","Aprile","Maggio","Linneo","","","P scap","3396021","1572"
"946","Crataegus monogyna subsp. azarella","Specie","","","","","","","","","","","","","","","","",""
"945","Crataegus monogyna subsp. monogyna","Specie","","","","","","","","","","","","","","","","",""
"944","Crataegus macrocarpa","Specie","Simile a <em>Creategus oxycanta</em>, ma fg. di 2-4 X 3-5 cm con incisioni più profonde; fr. ellissoide (10-12 x 12-15 mm) con 5 tubercoli basali.<br /><br />Segnalato sulle Alpi Or. italiane, e da ricercare. - E-Alpino-Carpat.","c1212a0e8eeed3b0967f36b583b384b6","230393","Biancospino a frutto grosso","Cespuglio"," 5-10 dm","","","","","","Hegetschw.","","","P caesp","3345906","1553"
"943","Crataegus oxyacantha","Specie","Simile a <em>Crategus monogyna</em>, ma fg. a perimetro ellittico o obovato; incisioni 1-2 per lato, poco profonde; lobi triangolari, a bordi convergenti, regolarmente dentellati tut-t'attorno; stili 2; fr. con 2 semi.<br /><br />Centroeurop. (suba'tl.).<br />It. Sett. e Pen.: R.<br /><br /><strong>Nota</strong> - Area da precisare, perché molte segnalazioni di <em>Crategus oxycanta</em> si riferiscono a individui atipici di <em>Crategus monogyna</em> (cfr.) oppure ibridi; do Amarai Franco in <br />FI. Europ. 2: 74 ne limita l'areale all'It. Sett., ma questa sembra un'opinione troppo restrittiva: sec. Montelucci (in litt.) <em>Crategus oxycanta</em> è presente presso Roma e sui monti dell'It. Merid., tuttavia assai più raro di <em>Crategus monogyna</em>.","83ec4f1e3da093472ae8a3d10600ca23","","Biancospino selvatico","","1-6 m","Boschi caducifogli su suolo ricco (soprattutto querceti) e loro fasi di degradazione","0","1200","Aprile","Giugno","Linneo","","","P caesp","3345905","1552"
"942","Crataegus monogyna","Specie","F. a corteccia compatta, grigio-aranciata; rami giovani scuri, glabri, con spine acute alla base dei rami abbreviati. Fg. con lamina chiara di sotto, a contorno ovale<br />0 rombico (2-4 X 2-4 cm) con 1-4 incisioni profonde per lato; lobi allungati, con bordi paralleli e senza dentelli almeno nella parte inf.; dentelli 2-4 presso l'apice; base tronca o cuneata ( ± a 90°); stipole a ventaglio. Corimbi multiflori con assi lanosi o pubescenti; petali bianchi, subrotondi (5-6 mm); stili 1; fr. a 1 seme.<br /><br />1 Secondo Hegi la fioritura precede di 2 settimane quella di <em>Crataegus monogyna</em>.<br /><br />Paleo-temp.<br />In tutto il terr.: C.<br /><br /><strong>Ibridi, confus. e variab.</strong> - La distinzione fra <em>Crataegus oxycanta</em> e <em>Crataegus monogyna</em> ha costituito da sempre un rompicapo per i fioristi. L'insieme dei caratteri differenziali da noi forniti è valido solo per individui ben tipici, però nella maggioranza dei casi ci troviamo di fronte ad individui che, per l'uno o l'altro carattere, sono intermedi fra le due specie. Due soli caratteri hanno valore discriminante: la dentellatura dei lobi (continua in <em>Crataegus oxycanta</em>, limitata all'apice in <em>Crataegus monogyna</em>) ed il n. degli stili e semi nel fr. (2 in <em>Crataegus oxycanta</em>, 1 in <em>Crataegus monogyna</em>), però la correlazione fra i due non è stretta, ed in popolazioni naturali non è difficile trovare piante con fg. di <em>Crataegus oxycanta</em> e stili di <em>Crataegus monogyna</em> o viceversa. Le due specie possono vivere a pochi metri di distanza l'una dall'altra, però C. oxyacantha L. è di preferenza in stazioni ombrose nei boschi chiusi, mentre <em>Crataegus monogyna</em> Jacq., ben più xerofilo è di regola ai margini del bosco ed in pieno sole. Però quando <em>Crataegus monogyna</em> vive nei boschi le fg. tendono ad avere lobi meno profondi, come in <em>Crataegus oxycanta</em>. Il numero cromosomico è uguale per le due specie (2n = 34). L'ibrido fra le due ( X C. media Bechst.) è frequente, e l'abbondanza di individui di difficile attribuzione fa pensare che in alcune zone sia diffuso quanto le specie allo stato puro.<br />Per i rapporti tra 1552 e <em>Crataegus monogyna</em> si cfr. l'ottimo studio di Lippert W., Ber. Bayer. Boi. Ges. 49: 165-198 (1978), del quale non si è potuto tener conto, essendo questa Flora già in stampa. <em>Crataegus monogyna</em> Jacq. è specie assai variabile nella pubescenza (abbondante sulle fg. giovani, ma per lo più scomparsa in estate). I rami dell'annata sono privi di fi. ed hanno fg. sparse con grandi (1-2 cm) stipole persistenti; i rami fioriferi portano le fg. riunite a 3-6 su rami laterali abbreviati (brachiblasti) e le stipole sono piccole, caduche, in estate generalm. scomparse; due rami differenti dello stesso individuo possono quindi dare l'impressione di specie del tutto diverse.<br /><br /><em>C. insegnae</em> (Tineo) Bertol. è un ibrido fra <em>Crataegus monogyna</em> (b) e <em>Crataegus laciniata</em>, osservato in Sic; pure ibrido fra <em>Crataegus monogyna</em> e <em>Crataegus laciniata</em> è <em>C. polvacantha</em> Jan.","a69c5fa0629a29945a3878a5c9600d22","628306","Biancospino comune; Azaruolo selvatico","Cespuglio","0.5-6 m","Cespuglieti, siepi, boschi xerofdi degradati (pref. calc.)","0","1500","Aprile","Maggio","Jacq.","","","P caesp","3345914","1554"
"941","Crataegus azarolus","Specie","Simile a <em>Crategus monogyna</em>, ma pelosità più densa e persistente; fg. con incisioni poco profonde e lobi ± triangolari; stili (1-) 2; fr. diam. 2 cm (in coltura fino a 4 cm), bruno-giallastri, di gusto simile alle Nespole.<br /><br />E-Medit.<br />Bergam., Lig., App. Emi!., Sic: R. -L'ibrido 1554 X 1556 (C. X ruscino-nensis Gren. et Blanc) è stato raccolto a Malta e Gozo.","e60acb0f458f7e42fadf231d661306a3","1258189","Biancospino lazzarolo; Azzardo","Cespuglio","2-8 m","Probabilm. originario dell'i. di Creta, coltiv. per il fr. e nat.","0","800","Aprile","Maggio","Linneo","","","P scap","3345921","1556"
"940","Crataegus laciniata","Specie","Simile a <em>Crategus monogyna</em>, ma pelosità più densa e persistente; fg. con incisioni quasi raggiungenti h nerv. centr.; stili 3 (-5).<br /><br />S-Medit.-Mont.<br />Sic. sui M. Peloritani, Nebrodi e Madonie: C.","b26fcf488a6b4983018ce9e91703cc89","","Biancospino di Sicilia","Cespuglio","1-5 m","Macchie e cedui.","800","1500","Aprile","Giugno","Ucria","","","P caesp","3345920","1555"
"939","Crataegus crus-galli","Specie","Rami glabri con spine laterali, rette o un po' ricurve, di 3-7 cm. Fg. con lamina oblanceolata a ovata (1-2 X 2-5 cm), acutam. dentate sul bordo, ma senza lobi profondi. Corimbi 10-20-flori; petali bianchi; stili 2 (1-3); fr. rossastro, subsferico (8-9 mm).<br /><br />Nordamer.","bbd04ebd03ee58125530d07b8e7f9381","637026","","Cespuglio","1-5 m","Coltiv. per ornam. e subspont. in Cors.","","","Maggio","Giugno","Linneo","","","P caesp","3345902","1551/II"
"938","Cotoneaster nebrodensis","Specie","Corteccia violaceo-giallastra; rami giovani tomentosi, scuri. Fg. ellittiche, 20-40 X 30-55 mm, con 4-6 nervi per lato, grigio-tomentose di sotto e verde-scure di sopra. Cime brevi, pauciflore; peduncoli tomentosi 2-7 mm; bocciuoli ob-conici; sepali tomentosi 4 mm; petali bianchi 4 mm; fr. rosso, subsferico (6-8 mm).<br /><br />S. Europ.-Pontico.<br />Alpi, dal Goriz. alle A. Mariti.: C; App. Seti., A. Apuane, monti della Peri, dal-VAbr. al Pollino, Madonìe: R.<br /><br />1549/II. <em>C. horizontalis</em> Decne - 3333001 - NP - Q, 3-5 dm - Arbusto a rami patentissimi, orizzontali, pubescenti; fg. ellittiche o subrotonde (5-10 mm), con punta acuta, glabre e sempreverdi (almeno nella zona dell'ulivo); fr. rosso, obovoide (5x6 mm). -Originario della Cina è coltiv. largam. nei giardini e lungo le strade, ma non mostra tendenza a rendersi spontaneo.","8ff30676fbcf28b57663bde6ab0161d0","11168696","Cotognastro bianco","Cespuglio","1-3 m","Boschi aridi di latif, rupi soleggiate","500","1600","Aprile","Maggio","(Guss.) C. Koch","","","NP","3333005","1549"
"937","Cotoneaster integerrimus","Specie","Corteccia violaceo-rossastra; rami giovani tomentosi, poi glabri rossastri. Fg. ellittiche, 12-22 X 18-30 mm con 3-4 nervi per lato, verde-scure e glabre di sopra, bianco-tomentose di sotto. Cime corimbose 3-5-flore con 1-3 brattee; calice obco-nico (4 mm) con denti di 1.5 mm; petali bianchi, spatolati (2x3 mm); fr. rosso, subsferico (6-8 mm).<br /><br />Orof. Eurasiat.<br />Alpi: C; App. e ril princip.fìno all'Abr.: . R; It. Merid.: RR. (Alburno, Pollino, M. Serramele).","503f958781f08a450129bbd7d6bb4510","630441","Cotognastro","Cespuglio","5-15 cm","Rupi cale, soleggiate","600","1500","Giugno","Luglio","Medicus","","","NP","3333003","1548"
"936","Amelanchier ovalis subsp. eretica","Specie","","","","","","","","","","","","","","","","",""
"935","Amelanchier ovalis subsp. ovalis","Specie","","","","","","","","","","","","","","","","",""
"934","Sorbus aucuparia  subsp. glabrata","Specie","","","","","","","","","","","","","","","","",""
"933","Sorbus aucuparia subsp. aucuparia","Specie","","","","","","","","","","","","","","","","",""
"932","Sorbus aucuparia subsp. glabrata","Specie","","","","","","","","","","","","","","","","",""
